STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
4145	EventNpc24144	22				interact24144_1		
4146	WorldNpc06103	22	dialog_24149_1			interact24149_1	okmenu24149_1	
4147	WorldNpc06107	22	dialog_24157_1	useitem_40b-1		interact24157_1	okmenu24157_1	
4148	WorldNpc06112	22	dialog_24162_1			interact24162_1	okmenu24162_1	
4149	EventNpc24162	22				interact24162_2		
4150	WorldNpc06110	22	dialog_24163_2	useitem_18f-1	useitem_42b-1	interact24163_2	okmenu24163_2	
4151	EventNpc24165	22				interact24165_1		
4152	WorldNpc06115	22	dialog_24170_1			interact24170_1	okmenu24170_1	
4153	Gather00022f	22		taskitem_28f-1		interact24176_1		
4154	WorldNpc06122	22	dialog_24178_1	useitem_19f-1	taskitem_28f-1	interact24178_1	okmenu24178_1	
4155	WorldNpc06118	22	dialog_24181_1			interact24181_1	okmenu24181_1	
4156	WorldNpc06119	22	dialog_24183_1			interact24183_1	okmenu24183_1	
4157	WorldNpc06122	22	dialog_24188_1			interact24188_1	okmenu24188_1	
4158	WorldNpc06125	22	dialog_24190_1			interact24190_1	okmenu24190_1	
4159	ItemNpc12001	17	dialog_24198_1			interact24198_1	okmenu24198_1	
4160	WorldNpc09607	17	dialog_24198_2			interact24198_2	okmenu24198_2	
4161	EventNpc24199	17				interact24199_1		
4162	EventNpc24201	17				interact24201_1		
4163	WorldNpc09609	17	dialog_24205_1			interact24205_1	okmenu24205_1	
4164	ItemNpc12002	17	dialog_24207_1	taskitem_5h-1		interact24207_1	okmenu24207_1	
4165	WorldNpc09803	17	dialog_24209_1		taskitem_5h-1	interact24209_1	okmenu24209_1	
4166	WorldNpc09803	17	dialog_24210_1			interact24210_1	okmenu24210_1	
4167	ItemNpc12002	17	dialog_24213_1			interact24213_1	okmenu24213_1	
4168	EventNpc24213	17				interact24213_2		
4169	WorldNpc09806	17	dialog_24220_1			interact24220_1	okmenu24220_1	
4170	WorldNpc09806	17	dialog_24220_2	taskitem_6h-1		interact24220_2	okmenu24220_2	
4171	WorldNpc09602	17	dialog_24221_1			interact24221_1	okmenu24221_1	
4172	WorldNpc09601	17	dialog_24221_2			interact24221_2	okmenu24221_2	
4173	WorldNpc09605	17	dialog_24224_1		taskitem_6h-1	interact24224_1	okmenu24224_1	
4174	WorldNpc09602	17	dialog_24227_1			interact24227_1	okmenu24227_1	
4175	WorldNpc09801	17	dialog_24227_2			interact24227_2	okmenu24227_2	
4176	WorldNpc09813	17	dialog_24231_1			interact24231_1	okmenu24231_1	
4177	WorldNpc09601	17	dialog_24232_1			interact24232_1	okmenu24232_1	
4178	WorldNpc09601	17	dialog_24236_2			interact24236_2	okmenu24236_2	
4179	WorldNpc09611	17	dialog_24238_1			interact24238_1	okmenu24238_1	
4180	FuncNpc00005	1	dialog_24242_1	taskitem_3b-1		interact24242_1	okmenu24242_1	
4181	WorldNpc00028	1	dialog_24245_1			interact24245_1	okmenu24245_1	
4182	WorldNpc00052	1	dialog_24247_1			interact24247_1	okmenu24247_1	
4183	EventNpc24251	1				interact24251_1		
4184	WorldNpc00032	1	dialog_24256_1			interact24256_1	okmenu24256_1	
4185	WorldNpc00031	1	dialog_24256_2			interact24256_2	okmenu24256_2	
4186	WorldNpc00032	1	dialog_24260_1			interact24260_1	okmenu24260_1	
4187	WorldNpc05803	21	dialog_24266_1			interact24266_1	okmenu24266_1	
4188	WorldNpc05803	21	dialog_24266_2			interact24266_2	okmenu24266_2	
4189	WorldNpc05804	21	dialog_24268_1			interact24268_1	okmenu24268_1	
4190	WorldNpc00034	1	dialog_24272_1			interact24272_1	okmenu24272_1	
4191	WorldNpc00034	1	dialog_24272_2			interact24272_2	okmenu24272_2	
4192	FuncNpc00006	1	dialog_24275_1	taskitem_8b-1		interact24275_1	okmenu24275_1	
4193	WorldNpc09603	17	dialog_24277_1			interact24277_1	okmenu24277_1	
4194	WorldNpc09603	17	dialog_24280_1			interact24280_1	okmenu24280_1	
4195	WorldNpc06003	21	dialog_24126_2		taskitem_36f-1|taskitem_37f-1	interact24126_2	okmenu24126_2	
4196	WorldNpc08858	13	dialog_24292_1		taskitem_1a-5	interact24292_1	okmenu24292_1	
4197	EventNpc24296	13				interact24296_1		
4198	WorldNpc08841	13	dialog_24299_1			interact24299_1	okmenu24299_1	
4199	WorldNpc06643	20	dialog_24305_1			interact24305_1	okmenu24305_1	
4200	WorldNpc06643	20	dialog_24308_1			interact24308_1	okmenu24308_1	
4201	Gather00023f	21		taskitem_36f-1		interact24126_3		
4202	Gather00024f	21		taskitem_37f-1		interact24126_4		
4203	Gather00001b	1		useitem_41b-1		interact24247_2		
4204	WorldNpc06643	20	dialog_24311_1			interact24311_1	okmenu24311_1	
4205	EventNpc24317	20				interact24317_1		
4206	WorldNpc06444	20	dialog_24318_1			interact24318_1	okmenu24318_1	
4207	EventNpc24326	20				interact24326_1		
4208	EventNpc24332	20				interact24332_1		
4209	WorldNpc08399	13	dialog_24340_1			interact24340_1	okmenu24340_1	
4210	WorldNpc08408	13	dialog_24344_1			interact24344_1	okmenu24344_1	
4211	WorldNpc08399	13	dialog_24346_1			interact24346_1	okmenu24346_1	
4212	WorldNpc08836	13	dialog_24356_1	taskitem_414-1		interact24356_1	okmenu24356_1	
4213	WorldNpc08838	13	dialog_24375_1			interact24375_1	okmenu24375_1	
4214	WorldNpc02909	10	dialog_24403_1			interact24403_1	okmenu24403_1	
4215	WorldNpc02912	10	dialog_24409_1			interact24409_1	okmenu24409_1	
4216	Gather00022b	10		taskitem_27b-1		interact24410_1		
4217	WorldNpc02911	10	dialog_24410_1			interact24410_2	okmenu24410_1	
4218	Gather00023b	10		useitem_43b-1		interact24412_1		
4219	WorldNpc02911	10	dialog_24412_1			interact24412_2	okmenu24412_1	
4220	WorldNpc02912	10	dialog_24414_1		taskitem_50b-1	interact24414_1	okmenu24414_1	
4221	WorldNpc02901	10	dialog_24415_1			interact24415_1	okmenu24415_1	
4222	EventNpc24418	10				interact24418_1		
4223	WorldNpc02642	10	dialog_24428_1		taskitem_51b-1	interact24428_1	okmenu24428_1	
4224	EventNpc24439	9				interact24439_1		
4225	WorldNpc02545	9	dialog_24442_1			interact24442_1	okmenu24442_1	
4226	Gather00024b	9		useitem_45b-1		interact24454_1		
4227	EventNpc24463	9				interact24463_1		
4228	WorldNpc02501	9	dialog_24469_1			interact24469_1	okmenu24469_1	
4229	WorldNpc06128	22	dialog_24481_1			interact24481_1	okmenu24481_1	
4230	EventNpc24489	22				interact24489_1		
4231	WorldNpc06183	22	dialog_24491_1			interact24491_1	okmenu24491_1	
4232	WorldNpc02533	9	dialog_24493_1			interact24493_1	okmenu24493_1	
4233	WorldNpc02501	9	dialog_24496_1			interact24496_1	okmenu24496_1	
4234	EventNpc24502	22				interact24502_1		
4235	WorldNpc06128	22	dialog_24507_1			interact24507_1	okmenu24507_1	
4236	WorldNpc06128	22	dialog_24517_1			interact24517_1	okmenu24517_1	
4237	WorldNpc02203	9	dialog_24523_1			interact24523_1	okmenu24523_1	
4238	EventNpc24525	9				interact24525_1		
4239	WorldNpc06128	22	dialog_24521_1			interact24521_1	okmenu24521_1	
4240	EventNpc24539	9				interact24539_1		
4241	EventNpc24543	9				interact24543_1		
4242	Gather00031b	9		useitem_17a-1		interact24549_1		
4243	EventNpc24550	9				interact24550_1		
4244	Gather00024a	9		useitem_19a-1		interact24550_2		
4245	Gather00032b	9		useitem_15a-1		interact24555_1		
4246	WorldNpc02545	9	dialog_24442_2	taskitem_14a-1		interact24442_2	okmenu24442_2	
4247	WorldNpc02434	9	dialog_24565_1	useitem_20a-1		interact24565_1	okmenu24565_1	
4248	EventNpc24567	9				interact24567_1		
4249	WorldNpc02444	9	dialog_24568_1			interact24568_1	okmenu24568_1	
4250	WorldNpc02443	9	dialog_24568_2			interact24568_2	okmenu24568_2	
4251	WorldNpc02446	9	dialog_24579_1			interact24579_1	okmenu24579_1	
4252	WorldNpc02449	9	dialog_24585_1			interact24585_1	okmenu24585_1	
4253	WorldNpc02479	9	dialog_24587_1		taskitem_34a-1	interact24587_1	okmenu24587_1	
4254	WorldNpc05921	21	dialog_24097_1			interact24097_2	okmenu24097_1	
4255	WorldNpc02451	9	dialog_24590_1		taskitem_36a-1|useitem_50b-1	interact24590_1	okmenu24590_1	
4256	WorldNpc02450	9	dialog_24590_2		taskitem_35a-1|useitem_50b-1	interact24590_2	okmenu24590_2	
4257	EventNpc24601	9				interact24601_1		
4258	EventNpc24610	9				interact24610_1		
4259	Gather00035b	9		taskitem_45a-1		interact24616_1		
4260	WorldNpc02429	9	dialog_24621_1			interact24621_1	okmenu24621_1	
4261	EventNpc24621	11				interact24621_2		
4262	WorldNpc04706	11	dialog_24626_1			interact24626_1	okmenu24626_1	
4263	WorldNpc04707	11	dialog_24626_2			interact24626_2	okmenu24626_2	
4264	WorldNpc04708	11	dialog_24631_1			interact24631_1	okmenu24631_1	
4265	EventNpc24634	11				interact24634_1		
4266	WorldNpc04805	11	dialog_24647_1			interact24647_2	okmenu24647_1	
4267	EventNpc24649	11				interact24649_1		
4268	ItemNpc03201	11	dialog_24649_1			interact24649_2	okmenu24649_1	
4269	WorldNpc04425	11	dialog_24654_1	useitem_20b-1		interact24654_1	okmenu24654_1	
4270	EventNpc24660	11				interact24660_1		
4271	WorldNpc04810	11	dialog_24662_1			interact24662_1	okmenu24662_1	
4272	WorldNpc04809	11	dialog_24664_1			interact24664_1	okmenu24664_1	
4273	EventNpc24666	11				interact24666_1		
4274	WorldNpc04807	11	dialog_24655_1	useitem_20b-1		interact24655_1	okmenu24655_1	
4275	WorldNpc04426	11	dialog_24674_1		taskitem_29b-1	interact24674_1	okmenu24674_1	
4276	WorldNpc04401	11	dialog_24677_1			interact24677_1	okmenu24677_1	
4277	WorldNpc04710	11	dialog_24690_1	taskitem_64b-1	taskitem_63b-1	interact24690_1	okmenu24690_1	
4278	WorldNpc04557	11	dialog_24690_2		taskitem_64b-1	interact24690_2	okmenu24690_2	
4279	WorldNpc04709	11	dialog_24695_1	taskitem_65b-1		interact24695_1	okmenu24695_1	
4280	WorldNpc04805	11	dialog_24705_1			interact24705_1	okmenu24705_1	
4281	WorldNpc04805	11	dialog_24713_1			interact24713_1	okmenu24713_1	
4282	WorldNpc04805	11	dialog_24715_1	useitem_23b-3|useitem_24b-3		interact24715_1	okmenu24715_1	
4283	EventNpc24719	11				interact24719_1		
4284	EventNpc24722	17				interact24722_1		
4285	EventNpc24727	17				interact24727_1		
4286	EventNpc24729	10				interact24729_1		
4287	WorldNpc02911	10	dialog_24735_1			interact24735_1	okmenu24735_1	
4288	WorldNpc02636	10	dialog_24735_2			interact24735_2	okmenu24735_2	
4289	WorldNpc02706	10	dialog_24737_1			interact24737_1	okmenu24737_1	
4290	EventNpc24739_1	10				interact24739_1		
4291	EventNpc24739_2	10				interact24739_2		
4292	WorldNpc02709	10	dialog_24740_1	useitem_52b-1|taskitem_71b-1		interact24740_1	okmenu24740_1	
4293	Gather00039b	10				interact24745_1		
4294	EventNpc24746	10				interact24746_1		
4295	WorldNpc02710	10	dialog_24747_1			interact24747_1	okmenu24747_1	
4296	EventNpc24761	10				interact24761_1		
4297	EventNpc24763	23				interact24763_1		
4298	Gather00038b	17		taskitem_70b-1		interact24727_2		
4299	WorldNpc02604	10	dialog_24763_1		taskitem_66b-1	interact24763_2	okmenu24763_1	
4300	WorldNpc02604	10	dialog_24745_1			interact24745_2	okmenu24745_1	
4301	Gather00026b	22				interact24487_1		
4302	Gather00026b	22				interact24487_1		
4303	Gather00026b	22				interact24487_1		
4304	Gather00026b	22				interact24487_1		
4305	Gather00027b	22				interact24487_2		
4306	Gather00027b	22				interact24487_2		
4307	Gather00027b	22				interact24487_2		
4308	Gather00027b	22				interact24487_2		
4309	Gather00028b	22				interact24497_1		
