STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
7203	WorldNpc08935	13	dialog_46304_2			interact46304_2	okmenu46304_1	
7204	WorldNpc08935	13	dialog_46306_1			interact46306_1	okmenu46306_1	
7205	WorldNpc08519	13	dialog_46311_1			interact46311_1	okmenu46311_1	
7206	WorldNpc08936	13	dialog_46314_1			interact46314_1	okmenu46314_1	
7207	WorldNpc08936	13	dialog_46319_2			interact46319_2	okmenu46319_2	
7208	WorldNpc08938	13	dialog_46320_2	taskitem_yc005-1		interact46320_2	okmenu46320_2	
7209	WorldNpc08519	13	dialog_46334_1			interact46334_1	okmenu46334_1	
7210	WorldNpc02692	10	dialog_46338_1			interact46338_1	okmenu46338_1	
7211	WorldNpc08939	13	dialog_46328_1			interact46328_1	okmenu46328_1	
7212	WorldNpc02698	10	dialog_46344_1			interact46344_1	okmenu46344_1	
7213	WorldNpc02698	10	dialog_46344_2			interact46344_2	okmenu46334_2	
7214	WorldNpc02605	10	dialog_46350_1			interact46350_1	okmenu46350_1	
7215	WorldNpc02695	10	dialog_46355_1			interact46355_1	okmenu46355_1	
7216	WorldNpc02692	10	dialog_46355_2			interact46355_2	okmenu46355_2	
7217	WorldNpc02602	10	dialog_46350_2			interact46350_2	okmenu46350_2	
7218	WorldNpc02642	10	dialog_46361_1			interact46361_1	okmenu46361_1	
7219	WorldNpc02696	10	dialog_46363_1			interact46363_1	okmenu46363_1	
7220	WorldNpc02696	10	dialog_46363_2			interact46363_2	okmenu46363_2	
7221	WorldNpc02693	10	dialog_46367_1			interact46367_1	okmenu46367_1	
7222	WorldNpc02602	10	dialog_46367_2	useitem_5yc-1		interact46367_2	okmenu46367_2	
7224	WorldNpc02699	10	dialog_46373_1			interact46373_1	okmenu46373_1	
7225	WorldNpc02699	10	dialog_46373_2			interact46373_2	okmenu46373_2	
7226	WorldNpc02602	10	dialog_46373_3			interact46373_3	okmenu46373_3	
7227	WorldNpc02696	10	dialog_46378_1		taskitem_yc009-1	interact46378_1	okmenu46378_1	
7228	WorldNpc02697	10	dialog_46381_1			interact46381_1	okmenu46381_1	
7229	WorldNpc02693	10	dialog_46340_1	useitem_4yc-1		interact46340_1	okmenu46340_1	
7230	WorldNpc02572	9	dialog_46393_1		taskitem_yc014-1	interact46393_1	okmenu46393_1	
7232	WorldNpc02510	9	dialog_46394_1			interact46394_1	okmenu46394_1	
7233	WorldNpc02575	9	dialog_46398_1			interact46398_1	okmenu46398_1	
7234	WorldNpc02577	9	dialog_46406_1			interact46406_1	okmenu46406_1	
7235	WorldNpc02577	9	dialog_46410_1	useitem_6yc-1		interact46410_1	okmenu46410_1	
7236	WorldNpc02510	9	dialog_46428_1			interact46428_1	okmenu46428_1	
7237	WorldNpc06231	22	dialog_46436_1			interact46436_1	okmenu46436_1	
7238	WorldNpc06240	22	dialog_46461_1			interact46461_1	okmenu46461_1	
7239	WorldNpc06236	22	dialog_46471_1	taskitem_yc016-1		interact46471_1	okmenu46471_1	
7240	WorldNpc06238	22	dialog_46478_1	useitem_8yc-1		interact46478_1	okmenu46478_1	
7241		9						
7242		9						
7243		9						
7244		9						
7245		9						
7246		9						
7247		9						
