STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
12085	WorldNpc05793	21	dialog_38565_1			interact38565_1	OkMenu 38565_1	
12086	WorldNpc05794	21	dialog_38565_2			interact38565_2	OkMenu 38565_2	
12087	WorldNpc05795	21	dialog_38565_3			interact38565_3	OkMenu 38565_3	
12088	WorldNpc05796	21	dialog_38565_4			interact38565_4	OkMenu 38565_4	
12089	WorldNpc05801	21	dialog_38568_1	taskitem_198-1		interact38568_1	OkMenu 38568_1	
12090	WorldNpc05800	21	dialog_38568_2		taskitem_198-1	interact38568_2	OkMenu 38568_2	
12091	WorldNpc02605	10	dialog_38571_1			interact38571	OkMenu 38571	
12092	WorldNpc02603	10	dialog_38572_1			interact38572	OkMenu 38572	
12093	WorldNpc00462	12	dialog_38001_1			interact38001_2	OkMenu 38001_1	
12094	WorldNpc00462	12	dialog_38001_2			interact38001_3	OkMenu 38001_2	
12095	WorldNpc00203	12	dialog_38004_1			interact38004_1	OkMenu 38004	
12096	WorldNpc00209	12	dialog_38006_2			interact38006_2	OkMenu 38006_2	
12097	WorldNpc00209	12	dialog_38006_3	taskitem_359-1		interact38006_3	OkMenu 38006_3	
12098	WorldNpc00473	12	dialog_38008_1			interact38008_1	OkMenu 38008	
12099	WorldNpc00462	12	dialog_38015_2			interact38015_2	OkMenu 38015_2	
12100	WorldNpc00462	12	dialog_38019_1			interact38019_1	OkMenu 38019_1	
12101	WorldNpc00379	12	dialog_38065_1			interact38065_1	OkMenu 38065	
12102	WorldNpc00359	12	dialog_38022_1			interact38022_1	OkMenu 38022_1	
12103	WorldNpc00365	12	dialog_38025_1			interact38025_1	OkMenu 38025	
12104	WorldNpc00339	12	dialog_38027_1			interact38027_1	OkMenu 38027	
12105	WorldNpc00360	12	dialog_38029_1			interact38029_1	OkMenu 38029_1	
12106	WorldNpc00361	12	dialog_38032_1			interact38032_1	OkMenu 38032	
12107	WorldNpc00361	12	dialog_38034_1			interact38034_1	OkMenu 38034	
12108	WorldNpc00364	12	dialog_38036_1		taskitem_372-1|taskitem_368-1	interact38036_1	OkMenu 38036	
12109	WorldNpc00365	12	dialog_38037_1			interact38037_1	OkMenu 38037	
12110	WorldNpc00212	12	dialog_38015_1			interact38015_1	OkMenu 38015_1	
12111	WorldNpc00360	12	dialog_38029_2	taskitem_372-1		interact38029_2	OkMenu 38029_2	
12112	WorldNpc00462	12	dialog_38039_1			interact38039_1	OkMenu 38039	
12113	WorldNpc00211	12	dialog_38041_1			interact38041_1	OkMenu 38041	
12114	WorldNpc00462	12	dialog_38042_1			interact38042_1	OkMenu 38042	
12115	WorldNpc00355	12	dialog_38043_1	useitem_12b-1		interact38043_1	OkMenu 38043_1	
12116	WorldNpc00462	12	dialog_38043_2			interact38043_2	OkMenu 38043_2	
12117	WorldNpc00355	12	dialog_38045_1			interact38045_1	OkMenu 38045_1	
12118	EventNpc38001	12				interact38001_1		
12119	WorldNpc00359	12	dialog_38022_2			interact38022_2	OkMenu 38022_2	
12120	WorldNpc00385	12	dialog_38045_2			interact38045_2	OkMenu 38045_2	
12121	WorldNpc00210	12	dialog_38154_1			interact38154_1	OkMenu 38154_1	
12122	WorldNpc00457	12	dialog_38049_1			interact38049_1	OkMenu 38049	
12123	WorldNpc00383	12	dialog_38050_1			interact38050_1	OkMenu 38050_1	
12124	WorldNpc00212	12	dialog_38050_2			interact38050_2	OkMenu 38050_2	
12125	WorldNpc00212	12	dialog_38054_1			interact38054_1	OkMenu 38054	
12126	WorldNpc00333	12	dialog_38056_1			interact38056_1	OkMenu 38056	
12127	WorldNpc00212	12	dialog_38061			interact38061	OkMenu 38061	
12128	WorldNpc00210	12	dialog_38061_1			interact38061_1	OkMenu 38061_1	
12129	WorldNpc00331	12	dialog_38061_2			interact38061_2	OkMenu 38061_2	
12130	WorldNpc00331	12	dialog_38061_3			interact38061_3	OkMenu 38061_3	
12131	WorldNpc01616	14	dialog_38306_1			interact38306	OkMenu 38306	
12132	WorldNpc00391	12	dialog_38066_2			interact38066_2	OkMenu 38066_2	
12133	WorldNpc00485	12	dialog_38068_1			interact38068_1	OkMenu 38068	
12134	WorldNpc00392	12	dialog_38070_1			interact38070_1	OkMenu 38070_1	
12135	WorldNpc00392	12	dialog_38070_2			interact38070_2	OkMenu 38070_2	
12136	WorldNpc00210	12	dialog_38074_1			interact38074_1	OkMenu 38074	
12137	WorldNpc00212	12	dialog_38076_1			interact38076_1	OkMenu 38076_1	
12138	WorldNpc00457	12	dialog_38076_2			interact38076_2	OkMenu 38076_2	
12139	WorldNpc00457	12	dialog_38076_3			interact38076_3	OkMenu 38076_3	
12140	WorldNpc00457	12	dialog_38079_1			interact38079_1	OkMenu 38079	
12141	WorldNpc00389	12	dialog_38085_1			interact38085_1	OkMenu 38085	
12142	WorldNpc00212	12	dialog_38087_1			interact38087_1	OkMenu 38087_1	
12143	WorldNpc00485	12	dialog_38087_2			interact38087_2	OkMenu 38087_2	
12144	WorldNpc00486	12	dialog_38090_1			interact38090_1	OkMenu 38090	
12145	WorldNpc00361	12	dialog_38092_1			interact38092_1	OkMenu 38092_1	
12146	WorldNpc00361	12	dialog_38092_2			interact38092_2	OkMenu 38092_2	
12147	WorldNpc00360	12	dialog_38095_1			interact38095_1	OkMenu 38095	
12148	WorldNpc00212	12	dialog_38087_3			interact38087_3	OkMenu 38087_3	
12149	WorldNpc00203	12	dialog_38097_1			interact38097_1	OkMenu 38097	
12150	WorldNpc00372	12	dialog_38099_1			interact38099_1	OkMenu 38099	
12151	WorldNpc00373	12	dialog_38101_1			interact38101_1	OkMenu 38101	
12153	WorldNpc00212	12	dialog_38108_1			interact38108_1	OkMenu 38108	
12154	WorldNpc00201	12	dialog_38109_1			interact38109_1	OkMenu 38109	
12155	WorldNpc00331	12	dialog_38112_1			interact38112_1	OkMenu 38112	
12156	WorldNpc00212	12	dialog_38114_1			interact38114_1	OkMenu 38114_1	
12157	WorldNpc00272	12	dialog_38114_2			interact38114_2	OkMenu 38114_2	
12158	WorldNpc00201	12	dialog_38116_1			interact38116_1	OkMenu 38116_1	
12159	WorldNpc00201	12	dialog_38116_2			interact38116_2	OkMenu 38116_2	
12160	WorldNpc00245	12	dialog_38118_1			interact38118_1	OkMenu 38118	
12161	WorldNpc00372	12	dialog_38125_1			interact38125_1	OkMenu 38125_1	
12162	WorldNpc00375	12	dialog_38125_2			interact38125_2	OkMenu 38125_2	
12163	WorldNpc00374	12	dialog_38129_1			interact38129_1	OkMenu 38129	
12164	WorldNpc00212	12	dialog_38133_1			interact38133_1	OkMenu 38133_1	
12165	WorldNpc00447	12	dialog_38133_2			interact38133_2	OkMenu 38133_2	
12166	WorldNpc00232	12	dialog_38136_1			interact38136_1	OkMenu 38136	
12167	WorldNpc00208	12	dialog_38151_1			interact38151_1	OkMenu 38151	
12168	WorldNpc00206	12	dialog_38153_1			interact38153_1	OkMenu 38153	
12169	WorldNpc00208	12	dialog_38165_1			interact38165_1	OkMenu 38165	
12170	WorldNpc00210	12	dialog_38166_1			interact38166_1	OkMenu 38166_1	
12171	WorldNpc00208	12	dialog_38166_2			interact38166_2	OkMenu 38166_2	
12172	WorldNpc06607	20	dialog_38174_1			interact38174_1	OkMenu 38174	
12173	WorldNpc06608	20	dialog_38176_1			interact38176_1	OkMenu 38176	
12174	WorldNpc06609	20	dialog_38187_1			interact38187_1	OkMenu 38187	
12175	WorldNpc04570	11	dialog_38142_1			interact38142_1	OkMenu 38142_1	
12176	WorldNpc04569	11	dialog_38142_2			interact38142_2	OkMenu 38142_2	
12177	WorldNpc10001	16	dialog_38202_1			interact38202_1	OkMenu 38202	
12178	WorldNpc10006	16	dialog_38216_1			interact38216_1	OkMenu 38216	
12179	WorldNpc10006	16	dialog_38217_1			interact38217_1	OkMenu 38217	
12180	WorldNpc00351	12	dialog_38241_1			interact38241_1	OkMenu 38241_1	
12181	WorldNpc00351	12	dialog_38241_2			interact38241_2	OkMenu 38241_2	
12182	WorldNpc00480	12	dialog_38244_1			interact38244_1	OkMenu 38244_1	
12183	WorldNpc00480	12	dialog_38250_1			interact38250_1	OkMenu 38250_1	
12184	WorldNpc00480	12	dialog_38250_2			interact38250_2	OkMenu 38250_2	
12185	WorldNpc00481	12	dialog_38255_1			interact38255_1	OkMenu 38255_1	
12186	WorldNpc00341	12	dialog_38259_1			interact38259_1	OkMenu 38259_1	
12187	WorldNpc00480	12	dialog_38261_1		taskitem_1g-2	interact38261_1	OkMenu 38261_1	
12188	WorldNpc00357	12	dialog_38261_2			interact38261_2	OkMenu 38261_2	
12189	WorldNpc00212	12	dialog_38261_3			interact38261_3	OkMenu 38261_3	
12190	WorldNpc00482	12	dialog_38274_1		taskitem_2g-1|taskitem_3g-1	interact38274_1	OkMenu 38274_1	
12191	WorldNpc10007	16	dialog_38220_1			interact38220_1	OkMenu 38220	
12192	WorldNpc00379	12	dialog_38066_3			interact38066_3	OkMenu 38066_3	
12193	WorldNpc00377	12	dialog_38293_1			interact38293_1	OkMenu 38293_1	
12194	WorldNpc00377	12	dialog_38293_2	taskitem_36g-1		interact38293_2	OkMenu 38293_2	
12195	WorldNpc00212	12	dialog_38300_1			interact38300_1	OkMenu 38300_1	
12196	WorldNpc00333	12	dialog_38300_2			interact38300_2	OkMenu 38300_2	
12197	WorldNpc00245	12	dialog_38300_3	taskitem_6g-1		interact38300_3	OkMenu 38300_3	
12198	WorldNpc01302	14	dialog_38308_1			interact38308_1	OkMenu 38308_1	
12199	WorldNpc01391	14	dialog_38312_1			interact38312_1	OkMenu 38312_1	
12200	WorldNpc01391	14	dialog_38318_1	taskitem_4g-1		interact38318	OkMenu 38318_1	
12201	WorldNpc01392	14	dialog_38321_1			interact38321_1	OkMenu 38321_1	
12202	WorldNpc01392	14	dialog_38321_2	useitem_5g-1		interact38321_2	OkMenu 38321_2	
12203	WorldNpc08918	13	dialog_38354_1			interact38354_1	OkMenu 38354_1	
12204	WorldNpc08924	13	dialog_38354_2			interact38354_2	OkMenu 38354_2	
12205	WorldNpc08918	13	dialog_38357_1			interact38357_1	OkMenu 38357_1	
12206	WorldNpc08924	13	dialog_38357_2			interact38357_2	OkMenu 38357_2	
12207	WorldNpc08918	13	dialog_38383_1			interact38383_1	OkMenu 38383_1	
12208	WorldNpc08915	13	dialog_38383_2			interact38383_2	OkMenu 38383_2	
12209	WorldNpc00472	12	dialog_38385_1			interact38385_1	OkMenu 38385_1	
12210	WorldNpc00380	12	dialog_38392_1			interact38392_1	OkMenu 38392_1	
12211	WorldNpc00380	12	dialog_38392_2			interact38392_2	OkMenu 38392_2	
12212	WorldNpc00245	12	dialog_38396_1			interact38396_1	OkMenu 38396_1	
12213	WorldNpc00472	12	dialog_38397_1			interact38397_1	OkMenu 38397_1	
12214	WorldNpc08829	13	dialog_38400_1			interact38400_1	OkMenu 38400	
12215	WorldNpc08830	13	dialog_38403_1			interact38403_1	OkMenu 38403	
12216	WorldNpc10016	16	dialog_38412_1			interact38412_1	OkMenu 38412	
12217	WorldNpc08833	13	dialog_38427_1			interact38427_1	OkMenu 38427	
12218	WorldNpc08833	13	dialog_38430_1	taskitem_405-1		interact38430_1	OkMenu 38430	
12219	WorldNpc02519	9	dialog_38507_1	taskitem_8d-1		interact38507	OkMenu 38507	
12220	WorldNpc02513	9	dialog_38498	taskitem_4d-1		interact38498	OkMenu 38498	
12221	WorldNpc10017	16	dialog_38418			interact38418_1	OkMenu 38418	
12222	WorldNpc06133	22	dialog_38442			interact38442	OkMenu 38442	
12223	WorldNpc05041	24	dialog_38463	taskitem_42j-1		interact38463	OkMenu 38463	
12224	WorldNpc01292	14	dialog_38474			interact38474	OkMenu 38474	
12225	WorldNpc00377	12	dialog_38118_2	taskitem_19b-1		interact38118_2	OkMenu 38118_2	
