STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
40016	色胆包天	【4/12】		4	WorldNpc02610	WorldNpc02610	10	10			40015	40017									title_40016	context_40016	context_40016,menu_40016	complete_40016	uncom_40016	target_40016	task_TrackInfo_40016	next_40016	CanAcceptMenu_40016	UncompleteMenu_40016	CompleteMenu_40016					1	0	0				
40017	色胆包天	【5/12】		4	WorldNpc02610	WorldNpc02682	10	10			40016	40018							submitnpcex_40017		title_40017	context_40017	context_40017,menu_40017	complete_40017	uncom_40017	target_40017	task_TrackInfo_40017	next_40017	CanAcceptMenu_40017	UncompleteMenu_40017	CompleteMenu_40017					1	0	0				
40018	色胆包天	【6/12】		4	WorldNpc02682	WorldNpc02682	10	10			40017	40025									title_40018	context_40018	context_40018,menu_40018	complete_40018	uncom_40018	target_40018	task_TrackInfo_40018	next_40018	CanAcceptMenu_40018	UncompleteMenu_40018	CompleteMenu_40018					1	0	0				
40019	第1章第2回	【7/12】		4																	title_40019	context_40019	context_40019,menu_40019	complete_40019	uncom_40019	target_40019	task_TrackInfo_40019	next_40019	CanAcceptMenu_40019	UncompleteMenu_40019	CompleteMenu_40019					1	0	0				
40020	第1章第2回	【8/12】		4																	title_40020	context_40020	context_40020,menu_40020	complete_40020	uncom_40020	target_40020	task_TrackInfo_40020	next_40020	CanAcceptMenu_40020	UncompleteMenu_40020	CompleteMenu_40020					1	0	0				
40021	第1章第2回	【9/12】		4																	title_40021	context_40021	context_40021,menu_40021	complete_40021	uncom_40021	target_40021	task_TrackInfo_40021	next_40021	CanAcceptMenu_40021	UncompleteMenu_40021	CompleteMenu_40021					1	0	0				
40022	第1章第2回	【10/12】		4																	title_40022	context_40022	context_40022,menu_40022	complete_40022	uncom_40022	target_40022	task_TrackInfo_40022	next_40022	CanAcceptMenu_40022	UncompleteMenu_40022	CompleteMenu_40022					1	0	0				
40023	第1章第2回	【11/12】		4																	title_40023	context_40023	context_40023,menu_40023	complete_40023	uncom_40023	target_40023	task_TrackInfo_40023	next_40023	CanAcceptMenu_40023	UncompleteMenu_40023	CompleteMenu_40023					1	0	0				
40024	第1章第2回	【12/12】		4																	title_40024	context_40024	context_40024,menu_40024	complete_40024	uncom_40024	target_40024	task_TrackInfo_40024	next_40024	CanAcceptMenu_40024	UncompleteMenu_40024	CompleteMenu_40024					1	0	0				
40025	身世浮沉	【1/12】		4	WorldNpc02682	WorldNpc02682	10	10			40018	40026									title_40025	context_40025	context_40025,menu_40025	complete_40025	uncom_40025	target_40025	task_TrackInfo_40025	next_40025	CanAcceptMenu_40025	UncompleteMenu_40025	CompleteMenu_40025					1	0	0				
40026	身世浮沉	【2/12】		4	WorldNpc02682	WorldNpc02604	10	10			40025	40027				10002					title_40026	context_40026	context_40026,menu_40026	complete_40026	uncom_40026	target_40026	task_TrackInfo_40026	next_40026	CanAcceptMenu_40026	UncompleteMenu_40026	CompleteMenu_40026					1	0	0				
40027	身世浮沉	【3/12】		4	WorldNpc02604	WorldNpc02684	10	10			40026	40028									title_40027	context_40027	context_40027,menu_40027	complete_40027	uncom_40027	target_40027	task_TrackInfo_40027	next_40027	CanAcceptMenu_40027	UncompleteMenu_40027	CompleteMenu_40027					1	0	0				
40028	身世浮沉	【4/12】		4	WorldNpc02684	WorldNpc02684	10	10			40027	40029									title_40028	context_40028	context_40028,menu_40028	complete_40028	uncom_40028	target_40028	task_TrackInfo_40028	next_40028	CanAcceptMenu_40028	UncompleteMenu_40028	CompleteMenu_40028					1	0	0				
40029	身世浮沉	【5/12】		4	WorldNpc02684	WorldNpc02604	10	10			40028	40037									title_40029	context_40029	context_40029,menu_40029	complete_40029	uncom_40029	target_40029	task_TrackInfo_40029	next_40029	CanAcceptMenu_40029	UncompleteMenu_40029	CompleteMenu_40029					1	0	0				
40030	第1章第3回	【6/12】		4																	title_40030	context_40030	context_40030,menu_40030	complete_40030	uncom_40030	target_40030	task_TrackInfo_40030	next_40030	CanAcceptMenu_40030	UncompleteMenu_40030	CompleteMenu_40030					1	0	0				
40031	第1章第3回	【7/12】		4																	title_40031	context_40031	context_40031,menu_40031	complete_40031	uncom_40031	target_40031	task_TrackInfo_40031	next_40031	CanAcceptMenu_40031	UncompleteMenu_40031	CompleteMenu_40031					1	0	0				
40032	第1章第3回	【8/12】		4																	title_40032	context_40032	context_40032,menu_40032	complete_40032	uncom_40032	target_40032	task_TrackInfo_40032	next_40032	CanAcceptMenu_40032	UncompleteMenu_40032	CompleteMenu_40032					1	0	0				
40033	第1章第3回	【9/12】		4																	title_40033	context_40033	context_40033,menu_40033	complete_40033	uncom_40033	target_40033	task_TrackInfo_40033	next_40033	CanAcceptMenu_40033	UncompleteMenu_40033	CompleteMenu_40033					1	0	0				
40034	第1章第3回	【10/12】		4																	title_40034	context_40034	context_40034,menu_40034	complete_40034	uncom_40034	target_40034	task_TrackInfo_40034	next_40034	CanAcceptMenu_40034	UncompleteMenu_40034	CompleteMenu_40034					1	0	0				
40035	第1章第3回	【11/12】		4																	title_40035	context_40035	context_40035,menu_40035	complete_40035	uncom_40035	target_40035	task_TrackInfo_40035	next_40035	CanAcceptMenu_40035	UncompleteMenu_40035	CompleteMenu_40035					1	0	0				
40036	第1章第3回	【12/12】		4																	title_40036	context_40036	context_40036,menu_40036	complete_40036	uncom_40036	target_40036	task_TrackInfo_40036	next_40036	CanAcceptMenu_40036	UncompleteMenu_40036	CompleteMenu_40036					1	0	0				
40037	浪子回头	【1/12】		4	WorldNpc02604	WorldNpc02610	10	10			40029	40038									title_40037	context_40037	context_40037,menu_40037	complete_40037	uncom_40037	target_40037	task_TrackInfo_40037	next_40037	CanAcceptMenu_40037	UncompleteMenu_40037	CompleteMenu_40037	25				1	0	0				
40038	浪子回头	【2/12】		4	WorldNpc02610	WorldNpc02610	10	10			40037	40039				10003					title_40038	context_40038	context_40038,menu_40038	complete_40038	uncom_40038	target_40038	task_TrackInfo_40038	next_40038	CanAcceptMenu_40038	UncompleteMenu_40038	CompleteMenu_40038					1	0	0				
40039	浪子回头	【3/12】		4	WorldNpc02610	WorldNpc02684	10	10			40038	40040				10004					title_40039	context_40039	context_40039,menu_40039	complete_40039	uncom_40039	target_40039	task_TrackInfo_40039	next_40039	CanAcceptMenu_40039	UncompleteMenu_40039	CompleteMenu_40039					1	0	0				
40040	浪子回头	【4/12】		4	WorldNpc02684	WorldNpc02604	10	10			40039	40041									title_40040	context_40040	context_40040,menu_40040	complete_40040	uncom_40040	target_40040	task_TrackInfo_40040	next_40040	CanAcceptMenu_40040	UncompleteMenu_40040	CompleteMenu_40040					1	0	0				
40041	浪子回头	【5/12】		4	WorldNpc02604	WorldNpc02684	10	10			40040	40042				10005					title_40041	context_40041	context_40041,menu_40041	complete_40041	uncom_40041	target_40041	task_TrackInfo_40041	next_40041	CanAcceptMenu_40041	UncompleteMenu_40041	CompleteMenu_40041					1	0	0				
40042	浪子回头	【6/12】		4	WorldNpc02684	WorldNpc02610	10	10			40041	40043									title_40042	context_40042	context_40042,menu_40042	complete_40042	uncom_40042	target_40042	task_TrackInfo_40042	next_40042	CanAcceptMenu_40042	UncompleteMenu_40042	CompleteMenu_40042					1	0	0				
40043	浪子回头	【7/12】		4	WorldNpc02610	WorldNpc02604	10	10			40042	40049									title_40043	context_40043	context_40043,menu_40043	complete_40043	uncom_40043	target_40043	task_TrackInfo_40043	next_40043	CanAcceptMenu_40043	UncompleteMenu_40043	CompleteMenu_40043					1	0	0				
40044	第1章第4回	【8/12】		4																	title_40044	context_40044	context_40044,menu_40044	complete_40044	uncom_40044	target_40044	task_TrackInfo_40044	next_40044	CanAcceptMenu_40044	UncompleteMenu_40044	CompleteMenu_40044					1	0	0				
40045	第1章第4回	【9/12】		4																	title_40045	context_40045	context_40045,menu_40045	complete_40045	uncom_40045	target_40045	task_TrackInfo_40045	next_40045	CanAcceptMenu_40045	UncompleteMenu_40045	CompleteMenu_40045					1	0	0				
40046	第1章第4回	【10/12】		4																	title_40046	context_40046	context_40046,menu_40046	complete_40046	uncom_40046	target_40046	task_TrackInfo_40046	next_40046	CanAcceptMenu_40046	UncompleteMenu_40046	CompleteMenu_40046					1	0	0				
40047	第1章第4回	【11/12】		4																	title_40047	context_40047	context_40047,menu_40047	complete_40047	uncom_40047	target_40047	task_TrackInfo_40047	next_40047	CanAcceptMenu_40047	UncompleteMenu_40047	CompleteMenu_40047					1	0	0				
40048	第1章第4回	【12/12】		4																	title_40048	context_40048	context_40048,menu_40048	complete_40048	uncom_40048	target_40048	task_TrackInfo_40048	next_40048	CanAcceptMenu_40048	UncompleteMenu_40048	CompleteMenu_40048					1	0	0				
40049	琴箫赠佳人	【1/12】		4	WorldNpc02604	WorldNpc02626	10	10			40043	40050									title_40049	context_40049	context_40049,menu_40049	complete_40049	uncom_40049	target_40049	task_TrackInfo_40049	next_40049	CanAcceptMenu_40049	UncompleteMenu_40049	CompleteMenu_40049					1	0	0				
40050	琴箫赠佳人	【2/12】		4	WorldNpc02626	WorldNpc02626	10	10			40049	40051									title_40050	context_40050	context_40050,menu_40050	complete_40050	uncom_40050	target_40050	task_TrackInfo_40050	next_40050	CanAcceptMenu_40050	UncompleteMenu_40050	CompleteMenu_40050					1	0	0				
40051	琴箫赠佳人	【3/12】		4	WorldNpc02626	WorldNpc02604	10	10			40050	40052									title_40051	context_40051	context_40051,menu_40051	complete_40051	uncom_40051	target_40051	task_TrackInfo_40051	next_40051	CanAcceptMenu_40051	UncompleteMenu_40051	CompleteMenu_40051					1	0	0				
40052	琴箫赠佳人	【4/12】		4	WorldNpc02604	WorldNpc02626	10	10			40051	40053									title_40052	context_40052	context_40052,menu_40052	complete_40052	uncom_40052	target_40052	task_TrackInfo_40052	next_40052	CanAcceptMenu_40052	UncompleteMenu_40052	CompleteMenu_40052					1	0	0				
40053	琴箫赠佳人	【5/12】		4	WorldNpc02626	WorldNpc02605	10	10			40052	40054									title_40053	context_40053	context_40053,menu_40053	complete_40053	uncom_40053	target_40053	task_TrackInfo_40053	next_40053	CanAcceptMenu_40053	UncompleteMenu_40053	CompleteMenu_40053					1	0	0				
40054	琴箫赠佳人	【6/12】		4	WorldNpc02605	WorldNpc02631	10	10			40053	40055									title_40054	context_40054	context_40054,menu_40054	complete_40054	uncom_40054	target_40054	task_TrackInfo_40054	next_40054	CanAcceptMenu_40054	UncompleteMenu_40054	CompleteMenu_40054					1	0	0				
40055	琴箫赠佳人	【7/12】		4	WorldNpc02631	WorldNpc02631	10	10			40054	40056									title_40055	context_40055	context_40055,menu_40055	complete_40055	uncom_40055	target_40055	task_TrackInfo_40055	next_40055	CanAcceptMenu_40055	UncompleteMenu_40055	CompleteMenu_40055					1	0	0				
40056	琴箫赠佳人	【8/12】		4	WorldNpc02631	WorldNpc02623	10	10			40055	40057									title_40056	context_40056	context_40056,menu_40056	complete_40056	uncom_40056	target_40056	task_TrackInfo_40056	next_40056	CanAcceptMenu_40056	UncompleteMenu_40056	CompleteMenu_40056					1	0	0				
40057	琴箫赠佳人	【9/12】		4	WorldNpc02623	WorldNpc02623	10	10			40056	40058									title_40057	context_40057	context_40057,menu_40057	complete_40057	uncom_40057	target_40057	task_TrackInfo_40057	next_40057	CanAcceptMenu_40057	UncompleteMenu_40057	CompleteMenu_40057					1	0	0				
40058	琴箫赠佳人	【10/12】		4	WorldNpc02623	WorldNpc02623	10	10			40057	40059									title_40058	context_40058	context_40058,menu_40058	complete_40058	uncom_40058	target_40058	task_TrackInfo_40058	next_40058	CanAcceptMenu_40058	UncompleteMenu_40058	CompleteMenu_40058					1	0	0				
40059	琴箫赠佳人	【11/12】		4	WorldNpc02623	WorldNpc02605	10	10			40058	40060									title_40059	context_40059	context_40059,menu_40059	complete_40059	uncom_40059	target_40059	task_TrackInfo_40059	next_40059	CanAcceptMenu_40059	UncompleteMenu_40059	CompleteMenu_40059					1	0	0				
40060	第2章第1回	【12/12】		4																	title_40060	context_40060	context_40060,menu_40060	complete_40060	uncom_40060	target_40060	task_TrackInfo_40060	next_40060	CanAcceptMenu_40060	UncompleteMenu_40060	CompleteMenu_40060					1	0	0				
40061	切磋风云	【1/12】		4	WorldNpc02605	WorldNpc02604	10	10			40059	40062									title_40061	context_40061	context_40061,menu_40061	complete_40061	uncom_40061	target_40061	task_TrackInfo_40061	next_40061	CanAcceptMenu_40061	UncompleteMenu_40061	CompleteMenu_40061					1	0	0				
40062	切磋风云	【2/12】		4	WorldNpc02604	WorldNpc02605	10	10			40061	40063									title_40062	context_40062	context_40062,menu_40062	complete_40062	uncom_40062	target_40062	task_TrackInfo_40062	next_40062	CanAcceptMenu_40062	UncompleteMenu_40062	CompleteMenu_40062					1	0	0				
40063	切磋风云	【3/12】		4	WorldNpc02605	WorldNpc02605	10	10			40062	40064									title_40063	context_40063	context_40063,menu_40063	complete_40063	uncom_40063	target_40063	task_TrackInfo_40063	next_40063	CanAcceptMenu_40063	UncompleteMenu_40063	CompleteMenu_40063					1	0	0				
40064	切磋风云	【4/12】		4	WorldNpc02605	WorldNpc02626	10	10			40063	40065									title_40064	context_40064	context_40064,menu_40064	complete_40064	uncom_40064	target_40064	task_TrackInfo_40064	next_40064	CanAcceptMenu_40064	UncompleteMenu_40064	CompleteMenu_40064					1	0	0				
40065	切磋风云	【5/12】		4	WorldNpc02626	WorldNpc02626	10	10			40064	40066									title_40065	context_40065	context_40065,menu_40065	complete_40065	uncom_40065	target_40065	task_TrackInfo_40065	next_40065	CanAcceptMenu_40065	UncompleteMenu_40065	CompleteMenu_40065					1	0	0				
40066	切磋风云	【6/12】		4	WorldNpc02626	WorldNpc02605	10	10			40065	40073									title_40066	context_40066	context_40066,menu_40066	complete_40066	uncom_40066	target_40066	task_TrackInfo_40066	next_40066	CanAcceptMenu_40066	UncompleteMenu_40066	CompleteMenu_40066					1	0	0				
40067	第2章第2回	【7/12】		4																	title_40067	context_40067	context_40067,menu_40067	complete_40067	uncom_40067	target_40067	task_TrackInfo_40067	next_40067	CanAcceptMenu_40067	UncompleteMenu_40067	CompleteMenu_40067					1	0	0				
40068	第2章第2回	【8/12】		4																	title_40068	context_40068	context_40068,menu_40068	complete_40068	uncom_40068	target_40068	task_TrackInfo_40068	next_40068	CanAcceptMenu_40068	UncompleteMenu_40068	CompleteMenu_40068					1	0	0				
40069	第2章第2回	【9/12】		4																	title_40069	context_40069	context_40069,menu_40069	complete_40069	uncom_40069	target_40069	task_TrackInfo_40069	next_40069	CanAcceptMenu_40069	UncompleteMenu_40069	CompleteMenu_40069					1	0	0				
40070	第2章第2回	【10/12】		4																	title_40070	context_40070	context_40070,menu_40070	complete_40070	uncom_40070	target_40070	task_TrackInfo_40070	next_40070	CanAcceptMenu_40070	UncompleteMenu_40070	CompleteMenu_40070					1	0	0				
40071	第2章第2回	【11/12】		4																	title_40071	context_40071	context_40071,menu_40071	complete_40071	uncom_40071	target_40071	task_TrackInfo_40071	next_40071	CanAcceptMenu_40071	UncompleteMenu_40071	CompleteMenu_40071					1	0	0				
40072	第2章第2回	【12/12】		4																	title_40072	context_40072	context_40072,menu_40072	complete_40072	uncom_40072	target_40072	task_TrackInfo_40072	next_40072	CanAcceptMenu_40072	UncompleteMenu_40072	CompleteMenu_40072					1	0	0				
40073	乘虚而入	【1/12】		4	WorldNpc02605	WorldNpc02629	10	10	40074	1	40066	40074									title_40073	context_40073	context_40073,menu_40073	complete_40073	uncom_40073	target_40073	task_TrackInfo_40073	next_40073	CanAcceptMenu_40073	UncompleteMenu_40073	CompleteMenu_40073					0	0	0				
40074	乘虚而入	【2/12】		4	WorldNpc02629	WorldNpc02605	10	10			40073	40075									title_40074	context_40074	context_40074,menu_40074	complete_40074	uncom_40074	target_40074	task_TrackInfo_40074	next_40074	CanAcceptMenu_40074	UncompleteMenu_40074	CompleteMenu_40074					1	0	0				
40075	乘虚而入	【3/12】		4	WorldNpc02605	WorldNpc02650	10	10			40074	40076									title_40075	context_40075	context_40075,menu_40075	complete_40075	uncom_40075	target_40075	task_TrackInfo_40075	next_40075	CanAcceptMenu_40075	UncompleteMenu_40075	CompleteMenu_40075					1	0	0				
40076	乘虚而入	【4/12】		4	WorldNpc02650	WorldNpc02605	10	10			40075	40077									title_40076	context_40076	context_40076,menu_40076	complete_40076	uncom_40076	target_40076	task_TrackInfo_40076	next_40076	CanAcceptMenu_40076	UncompleteMenu_40076	CompleteMenu_40076					1	0	0				
40077	乘虚而入	【5/12】		4	WorldNpc02605	WorldNpc02650	10	10			40076	40078									title_40077	context_40077	context_40077,menu_40077	complete_40077	uncom_40077	target_40077	task_TrackInfo_40077	next_40077	CanAcceptMenu_40077	UncompleteMenu_40077	CompleteMenu_40077					1	0	0				
40078	乘虚而入	【6/12】		4	WorldNpc02650	WorldNpc02650	10	10			40077	40085									title_40078	context_40078	context_40078,menu_40078	complete_40078	uncom_40078	target_40078	task_TrackInfo_40078	next_40078	CanAcceptMenu_40078	UncompleteMenu_40078	CompleteMenu_40078					1	0	0				
40079	第2章第3回	【7/12】		4																	title_40079	context_40079	context_40079,menu_40079	complete_40079	uncom_40079	target_40079	task_TrackInfo_40079	next_40079	CanAcceptMenu_40079	UncompleteMenu_40079	CompleteMenu_40079					1	0	0				
40080	第2章第3回	【8/12】		4																	title_40080	context_40080	context_40080,menu_40080	complete_40080	uncom_40080	target_40080	task_TrackInfo_40080	next_40080	CanAcceptMenu_40080	UncompleteMenu_40080	CompleteMenu_40080					1	0	0				
40081	第2章第3回	【9/12】		4																	title_40081	context_40081	context_40081,menu_40081	complete_40081	uncom_40081	target_40081	task_TrackInfo_40081	next_40081	CanAcceptMenu_40081	UncompleteMenu_40081	CompleteMenu_40081					1	0	0				
40082	第2章第3回	【10/12】		4																	title_40082	context_40082	context_40082,menu_40082	complete_40082	uncom_40082	target_40082	task_TrackInfo_40082	next_40082	CanAcceptMenu_40082	UncompleteMenu_40082	CompleteMenu_40082					1	0	0				
40083	第2章第3回	【11/12】		4																	title_40083	context_40083	context_40083,menu_40083	complete_40083	uncom_40083	target_40083	task_TrackInfo_40083	next_40083	CanAcceptMenu_40083	UncompleteMenu_40083	CompleteMenu_40083					1	0	0				
40084	第2章第3回	【12/12】		4																	title_40084	context_40084	context_40084,menu_40084	complete_40084	uncom_40084	target_40084	task_TrackInfo_40084	next_40084	CanAcceptMenu_40084	UncompleteMenu_40084	CompleteMenu_40084					1	0	0				
40085	绕梁三日	【1/12】		4	WorldNpc02650	WorldNpc02605	10	10			40078	40086									title_40085	context_40085	context_40085,menu_40085	complete_40085	uncom_40085	target_40085	task_TrackInfo_40085	next_40085	CanAcceptMenu_40085	UncompleteMenu_40085	CompleteMenu_40085					1	0	0				
40086	绕梁三日	【2/12】		4	WorldNpc02605	WorldNpc02650	10	10			40085	40087									title_40086	context_40086	context_40086,menu_40086	complete_40086	uncom_40086	target_40086	task_TrackInfo_40086	next_40086	CanAcceptMenu_40086	UncompleteMenu_40086	CompleteMenu_40086					1	0	0				
40087	绕梁三日	【3/12】		4	WorldNpc02650	WorldNpc02650	10	10			40086	40088				10011,10012					title_40087	context_40087	context_40087,menu_40087	complete_40087	uncom_40087	target_40087	task_TrackInfo_40087	next_40087	CanAcceptMenu_40087	UncompleteMenu_40087	CompleteMenu_40087					1	0	0				
40088	绕梁三日	【4/12】		4	WorldNpc02650	WorldNpc02626	10	10			40087	40089									title_40088	context_40088	context_40088,menu_40088	complete_40088	uncom_40088	target_40088	task_TrackInfo_40088	next_40088	CanAcceptMenu_40088	UncompleteMenu_40088	CompleteMenu_40088					1	0	0				
40089	绕梁三日	【5/12】		4	WorldNpc02626	WorldNpc02605	10	10			40088	40090									title_40089	context_40089	context_40089,menu_40089	complete_40089	uncom_40089	target_40089	task_TrackInfo_40089	next_40089	CanAcceptMenu_40089	UncompleteMenu_40089	CompleteMenu_40089					1	0	0				
40090	绕梁三日	【6/12】		4	WorldNpc02605	WorldNpc02604	10	10			40089	40097									title_40090	context_40090	context_40090,menu_40090	complete_40090	uncom_40090	target_40090	task_TrackInfo_40090	next_40090	CanAcceptMenu_40090	UncompleteMenu_40090	CompleteMenu_40090					1	0	0				
40091	第2章第4回	【7/12】		4																	title_40091	context_40091	context_40091,menu_40091	complete_40091	uncom_40091	target_40091	task_TrackInfo_40091	next_40091	CanAcceptMenu_40091	UncompleteMenu_40091	CompleteMenu_40091					1	0	0				
40092	第2章第4回	【8/12】		4																	title_40092	context_40092	context_40092,menu_40092	complete_40092	uncom_40092	target_40092	task_TrackInfo_40092	next_40092	CanAcceptMenu_40092	UncompleteMenu_40092	CompleteMenu_40092					1	0	0				
40093	第2章第4回	【9/12】		4																	title_40093	context_40093	context_40093,menu_40093	complete_40093	uncom_40093	target_40093	task_TrackInfo_40093	next_40093	CanAcceptMenu_40093	UncompleteMenu_40093	CompleteMenu_40093					1	0	0				
40094	第2章第4回	【10/12】		4																	title_40094	context_40094	context_40094,menu_40094	complete_40094	uncom_40094	target_40094	task_TrackInfo_40094	next_40094	CanAcceptMenu_40094	UncompleteMenu_40094	CompleteMenu_40094					1	0	0				
40095	第2章第4回	【11/12】		4																	title_40095	context_40095	context_40095,menu_40095	complete_40095	uncom_40095	target_40095	task_TrackInfo_40095	next_40095	CanAcceptMenu_40095	UncompleteMenu_40095	CompleteMenu_40095					1	0	0				
40096	第2章第4回	【12/12】		4																	title_40096	context_40096	context_40096,menu_40096	complete_40096	uncom_40096	target_40096	task_TrackInfo_40096	next_40096	CanAcceptMenu_40096	UncompleteMenu_40096	CompleteMenu_40096					1	0	0				
40097	暂代巡山	【1/12】		4	WorldNpc02604	WorldNpc02604	10	10			40090	40098									title_40097	context_40097	context_40097,menu_40097	complete_40097	uncom_40097	target_40097	task_TrackInfo_40097	next_40097	CanAcceptMenu_40097	UncompleteMenu_40097	CompleteMenu_40097					1	0	0				
40098	暂代巡山	【2/12】		4	WorldNpc02604	WorldNpc02680	10	10			40097	40099									title_40098	context_40098	context_40098,menu_40098	complete_40098	uncom_40098	target_40098	task_TrackInfo_40098	next_40098	CanAcceptMenu_40098	UncompleteMenu_40098	CompleteMenu_40098					1	0	0				
40099	暂代巡山	【3/12】		4	WorldNpc02680	WorldNpc02688	10	10			40098	40100									title_40099	context_40099	context_40099,menu_40099	complete_40099	uncom_40099	target_40099	task_TrackInfo_40099	next_40099	CanAcceptMenu_40099	UncompleteMenu_40099	CompleteMenu_40099					1	0	0				
