STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
22039	重入江湖		s030104	1	WorldNpc00566	WorldNpc00691	3	3			22038	22041									title_22039	context_22039	context_22039,menu_22039	complete_22039	uncom_22039	target_22039	task_TrackInfo_22039		CanAcceptMenu_22039	UncompleteMenu_22039	CompleteMenu_22039					1	0	0	0	0	1	
22041	重入江湖		s030104	1	WorldNpc00691	WorldNpc00692	3	3			22039	22044							submitnpcex_22041		title_22041	context_22041	context_22041,menu_22041	complete_22041	uncom_22041	target_22041	task_TrackInfo_22041	next_22041	CanAcceptMenu_22041	UncompleteMenu_22041	CompleteMenu_22041					1	0	0	0	0	1	
22044	重入江湖		s030104	1	WorldNpc00692	WorldNpc00692	3	3			22041	22045									title_22044	context_22044	context_22044,menu_22044	complete_22044	uncom_22044	target_22044	task_TrackInfo_22044	next_22044	CanAcceptMenu_22044	UncompleteMenu_22044	CompleteMenu_22044					1	0	0	0	0	1	
22045	重入江湖		s030104	1	WorldNpc00692	WorldNpc00691	3	3			22044	22046									title_22045	context_22045	context_22045,menu_22045	complete_22045	uncom_22045	target_22045	task_TrackInfo_22045		CanAcceptMenu_22045	UncompleteMenu_22045	CompleteMenu_22045					1	0	0	0	0	1	
22046	重入江湖		s030104	1	WorldNpc00691	WorldNpc00627	3	3			22045	22047									title_22046	context_22046	context_22046,menu_22046	complete_22046	uncom_22046	target_22046	task_TrackInfo_22046		CanAcceptMenu_22046	UncompleteMenu_22046	CompleteMenu_22046					1	0	0	0	0	1	
22047	重入江湖		s030104	1	WorldNpc00627	WorldNpc00627	3	3			22046	22048									title_22047	context_22047	context_22047,menu_22047	complete_22047	uncom_22047	target_22047	task_TrackInfo_22047		CanAcceptMenu_22047	UncompleteMenu_22047	CompleteMenu_22047					1	0	0	0	0	1	
22048	重入江湖		s030104	1	WorldNpc00627	WorldNpc00628	3	3			22047	22049								task\task_s_22048.lua	title_22048	context_22048	context_22048,menu_22048	complete_22048	uncom_22048	target_22048	task_TrackInfo_22048		CanAcceptMenu_22048	UncompleteMenu_22048	CompleteMenu_22048					1	0	0	0	0	1	
22049	失踪疑案		s030105	1	WorldNpc00628	WorldNpc01194	3	14			22048	22050							submitnpcex_22049		title_22049	context_22049	context_22049,menu_22049	complete_22049	uncom_22049	target_22049	task_TrackInfo_22049		CanAcceptMenu_22049	UncompleteMenu_22049	CompleteMenu_22049					1	0	0	0	0	1	
22050	失踪疑案		s030105	1	WorldNpc01194	WorldNpc01194	14	14			22049	22051									title_22050	context_22050	context_22050,menu_22050	complete_22050												1	0	0	0	0	1	
22051	失踪疑案		s030105	1	WorldNpc01194	WorldNpc01342	14	14			22050	22053									title_22051	context_22051	context_22051,menu_22051	complete_22051	uncom_22051	target_22051	task_TrackInfo_22051		CanAcceptMenu_22051	UncompleteMenu_22051	CompleteMenu_22051					1	0	0	0	0	1	
22053	失踪疑案		s030105	1	WorldNpc01342	WorldNpc01342	14	14			22051	22054									title_22053	context_22053	context_22053,menu_22053	complete_22053	uncom_22053	target_22053	task_TrackInfo_22053		CanAcceptMenu_22053	UncompleteMenu_22053	CompleteMenu_22053					1	0	0	0	0	1	
22054	失踪疑案		s030105	1	WorldNpc01342	WorldNpc01353	14	14			22053	22056									title_22054	context_22054	context_22054,menu_22054	complete_22054	uncom_22054	target_22054	task_TrackInfo_22054		CanAcceptMenu_22054	UncompleteMenu_22054	CompleteMenu_22054					1	0	0	0	0	1	
22056	失踪疑案		s030105	1	WorldNpc01353	WorldNpc01353	14	14			22054	22058									title_22056	context_22056	context_22056,menu_22056	complete_22056	uncom_22056	target_22056	task_TrackInfo_22056		CanAcceptMenu_22056	UncompleteMenu_22056	CompleteMenu_22056					1	0	0	0	0	1	
22058	失踪疑案		s030105	1	WorldNpc01353	AIFuncNpc01357	14	14			22056	22060				15					title_22058	context_22058	context_22058,menu_22058	complete_22058	uncom_22058	target_22058	task_TrackInfo_22058		CanAcceptMenu_22058	UncompleteMenu_22058	CompleteMenu_22058					1	0	0	0	0	1	
22060	失踪疑案		s030105	1	AIFuncNpc01357	AIFuncNpc01357	14	14			22058	22061									title_22060	context_22060	context_22060,menu_22060	complete_22060	uncom_22060	target_22060	task_TrackInfo_22060		CanAcceptMenu_22060	UncompleteMenu_22060	CompleteMenu_22060					1	0	0	0	0	1	
22061	谷中考验		s030106	1	AIFuncNpc01357	WorldNpc01359	14	14			22060	22063									title_22061	context_22061	context_22061,menu_22061	complete_22061	uncom_22061	target_22061	task_TrackInfo_22061		CanAcceptMenu_22061	UncompleteMenu_22061	CompleteMenu_22061					1	0	0	0	0	1	
22063	谷中考验		s030106	1	WorldNpc01359	WorldNpc01359	14	14			22061	22065									title_22063	context_22063	context_22063,menu_22063	complete_22063	uncom_22063	target_22063	task_TrackInfo_22063		CanAcceptMenu_22063	UncompleteMenu_22063	CompleteMenu_22063					1	0	0	0	0	1	
22065	谷中考验		s030106	1	WorldNpc01359	WorldNpc01360	14	14			22063	22068									title_22065	context_22065	context_22065,menu_22065	complete_22065	uncom_22065	target_22065	task_TrackInfo_22065		CanAcceptMenu_22065	UncompleteMenu_22065	CompleteMenu_22065					1	0	0	0	0	1	
22068	谷中考验		s030106	1	WorldNpc01360	WorldNpc01361	14	14			22065	22070									title_22068	context_22068	context_22068,menu_22068	complete_22068	uncom_22068	target_22068	task_TrackInfo_22068		CanAcceptMenu_22068	UncompleteMenu_22068	CompleteMenu_22068					1	0	0	0	0	1	
22070	谷中考验		s030106	1	WorldNpc01361	WorldNpc01452	14	14			22068	22072				20					title_22070	context_22070	context_22070,menu_22070	complete_22070	uncom_22070	target_22070	task_TrackInfo_22070		CanAcceptMenu_22070	UncompleteMenu_22070	CompleteMenu_22070					1	0	0	0	0	1	
22072	谷中考验		s030106	1	WorldNpc01452	WorldNpc01371	14	14			22070	22073									title_22072	context_22072	context_22072,menu_22072	complete_22072	uncom_22072	target_22072	task_TrackInfo_22072		CanAcceptMenu_22072	UncompleteMenu_22072	CompleteMenu_22072					1	0	0	0	0	1	
22073	地宫真相		s030107	1	WorldNpc01371	WorldNpc01370	14	14			22072	22075									title_22073	context_22073	context_22073,menu_22073	complete_22073	uncom_22073	target_22073	task_TrackInfo_22073		CanAcceptMenu_22073	UncompleteMenu_22073	CompleteMenu_22073					1	0	0	0	0	1	
22075	地宫真相		s030107	1	WorldNpc01370	WorldNpc01370	14	14			22073	22078									title_22075	context_22075	context_22075,menu_22075	complete_22075	uncom_22075	target_22075	task_TrackInfo_22075	next_22075	CanAcceptMenu_22075	UncompleteMenu_22075	CompleteMenu_22075					1	0	0	0	0	1	
22078	地宫真相		s030107	1	WorldNpc01370	WorldNpc01369	14	14			22075	22079									title_22078	context_22078	context_22078,menu_22078	complete_22078	uncom_22078	target_22078	task_TrackInfo_22078		CanAcceptMenu_22078	UncompleteMenu_22078	CompleteMenu_22078					1	0	0	0	0	1	
22079	地宫真相		s030107	1	WorldNpc01369	WorldNpc01369	14	14			22078	22080									title_22079	context_22079	context_22079,menu_22079	complete_22079	uncom_22079	target_22079	task_TrackInfo_22079		CanAcceptMenu_22079	UncompleteMenu_22079	CompleteMenu_22079					1	0	0	0	0	1	
22080	地宫真相		s030107	1	WorldNpc01369	WorldNpc01369	14	14			22079	22081									title_22080	context_22080	context_22080,menu_22080	complete_22080	uncom_22080	target_22080	task_TrackInfo_22080		CanAcceptMenu_22080	UncompleteMenu_22080	CompleteMenu_22080					1	0	0	0	0	1	
22081	地宫真相		s030107	1	WorldNpc01369	WorldNpc01371	14	14			22080	22083									title_22081	context_22081	context_22081,menu_22081	complete_22081	uncom_22081	target_22081	task_TrackInfo_22081		CanAcceptMenu_22081	UncompleteMenu_22081	CompleteMenu_22081					1	0	0	0	0	1	
22083	地宫真相		s030107	1	WorldNpc01371	WorldNpc01369	14	14			22081	22084				17					title_22083	context_22083	context_22083,menu_22083	complete_22083	uncom_22083	target_22083	task_TrackInfo_22083		CanAcceptMenu_22083	UncompleteMenu_22083	CompleteMenu_22083					1	0	0	0	0	1	
22084	地宫真相		s030107	1	WorldNpc01369	WorldNpc01369	14	14			22083	22085									title_22084	context_22084	context_22084,menu_22084	complete_22084	uncom_22084	target_22084	task_TrackInfo_22084		CanAcceptMenu_22084	UncompleteMenu_22084	CompleteMenu_22084					1	0	0	0	0	1	
22085	前途未知		s030108	1	WorldNpc01369	WorldNpc01369	14	14			22084	22086									title_22085	context_22085	context_22085,menu_22085	complete_22085	uncom_22085	target_22085	task_TrackInfo_22085		CanAcceptMenu_22085	UncompleteMenu_22085	CompleteMenu_22085					1	0	0	0	0	1	
22086	前途未知		s030108	1	WorldNpc01369	WorldNpc01362	14	14			22085	22088									title_22086	context_22086	context_22086,menu_22086	complete_22086	uncom_22086	target_22086	task_TrackInfo_22086	next_22086	CanAcceptMenu_22086	UncompleteMenu_22086	CompleteMenu_22086					1	0	0	0	0	1	
22088	前途未知		s030108	1	WorldNpc01362	WorldNpc01365	14	14			22086	22089									title_22088	context_22088	context_22088,menu_22088	complete_22088	uncom_22088	target_22088	task_TrackInfo_22088		CanAcceptMenu_22088	UncompleteMenu_22088	CompleteMenu_22088					1	0	0	0	0	1	
22089	前途未知		s030108	1	WorldNpc01365	WorldNpc01365	14	14			22088	22091									title_22089	context_22089	context_22089,menu_22089	complete_22089	uncom_22089	target_22089	task_TrackInfo_22089		CanAcceptMenu_22089	UncompleteMenu_22089	CompleteMenu_22089					1	0	0	0	0	1	
22091	前途未知		s030108	1	WorldNpc01365	WorldNpc01342	14	14			22089	22092									title_22091	context_22091	context_22091,menu_22091	complete_22091	uncom_22091	target_22091	task_TrackInfo_22091		CanAcceptMenu_22091	UncompleteMenu_22091	CompleteMenu_22091					1	0	0	0	0	1	
22092	前途未知		s030108	1	WorldNpc01342	WorldNpc01342	14	14			22091	22093				18					title_22092	context_22092	context_22092,menu_22092	complete_22092	uncom_22092	target_22092	task_TrackInfo_22092		CanAcceptMenu_22092	UncompleteMenu_22092	CompleteMenu_22092					1	0	0	0	0	1	
22093	前途未知		s030108	1	WorldNpc01342	WorldNpc01342	14	14	22094		22092	22094									title_22093	context_22093	context_22093,menu_22093	complete_22093	uncom_22093	target_22093	task_TrackInfo_22093	next_22093	CanAcceptMenu_22093	UncompleteMenu_22093	CompleteMenu_22093					1	0	0	0	0	1	
22094	前途未知		s030108	1		WorldNpc01194	14	14			22093	22095									title_22094	context_22094	context_22094,menu_22094	complete_22094	uncom_22094	target_22094	task_TrackInfo_22094		CanAcceptMenu_22094	UncompleteMenu_22094	CompleteMenu_22094					1	0	0	0	0	1	
22095	前途未知		s030108	1	WorldNpc01194	WorldNpc01194	14	14			22094	22096									title_22095	context_22095	context_22095,menu_22095	complete_22095	uncom_22095	target_22095	task_TrackInfo_22095		CanAcceptMenu_22095	UncompleteMenu_22095	CompleteMenu_22095					1	0	0	0	0	1	
22096	前途未知		s030108	1	WorldNpc01194	WorldNpc05921	14	21			22095	22097							submitnpcex_22096		title_22096	context_22096	context_22096,menu_22096	complete_22096	uncom_22096	target_22096	task_TrackInfo_22096		CanAcceptMenu_22096	UncompleteMenu_22096	CompleteMenu_22096					1	0	0	0	0	1	
22097	藏寨风云		s030109	1	WorldNpc05921	WorldNpc05921	21	21			22096	22099									title_22097	context_22097	context_22097,menu_22097	complete_22097	uncom_22097	target_22097	task_TrackInfo_22097		CanAcceptMenu_22097	UncompleteMenu_22097	CompleteMenu_22097					1	0	0	0	0	1	
22099	藏寨风云		s030109	1	WorldNpc05921	WorldNpc05928	21	21			22097	22100									title_22099	context_22099	context_22099,menu_22099	complete_22099	uncom_22099	target_22099	task_TrackInfo_22099	next_22099	CanAcceptMenu_22099	UncompleteMenu_22099	CompleteMenu_22099					1	0	0	0	0	1	
22100	藏寨风云		s030109	1	WorldNpc05928	WorldNpc05922	21	21			22099	22103									title_22100	context_22100	context_22100,menu_22100	complete_22100	uncom_22100	target_22100	task_TrackInfo_22100		CanAcceptMenu_22100	UncompleteMenu_22100	CompleteMenu_22100					1	0	0	0	0	1	
22103	藏寨风云		s030109	1	WorldNpc05922	WorldNpc05851	21	21			22100	22104									title_22103	context_22103	context_22103,menu_22103	complete_22103	uncom_22103	target_22103	task_TrackInfo_22103		CanAcceptMenu_22103	UncompleteMenu_22103	CompleteMenu_22103					1	0	0	0	0	1	
22104	藏寨风云		s030109	1	WorldNpc05851	WorldNpc05851	21	21			22103	22107									title_22104	context_22104	context_22104,menu_22104	complete_22104	uncom_22104	target_22104	task_TrackInfo_22104		CanAcceptMenu_22104	UncompleteMenu_22104	CompleteMenu_22104					1	0	0	0	0	1	
22107	藏寨风云		s030109	1	WorldNpc05851	WorldNpc05924	21	21			22104	22109				21					title_22107	context_22107	context_22107,menu_22107	complete_22107	uncom_22107	target_22107	task_TrackInfo_22107		CanAcceptMenu_22107	UncompleteMenu_22107	CompleteMenu_22107					1	0	0	0	0	1	
22109	火工头陀		s030110	1	WorldNpc05924	WorldNpc05852	21	21			22107	22110									title_22109	context_22109	context_22109,menu_22109	complete_22109	uncom_22109	target_22109	task_TrackInfo_22109		CanAcceptMenu_22109	UncompleteMenu_22109	CompleteMenu_22109					1	0	0	0	0	1	
22110	火工头陀		s030110	1	WorldNpc05852	WorldNpc05852	21	21			22109	22111									title_22110	context_22110	context_22110,menu_22110	complete_22110	uncom_22110	target_22110	task_TrackInfo_22110		CanAcceptMenu_22110	UncompleteMenu_22110	CompleteMenu_22110					1	0	0	0	0	1	
22111	火工头陀		s030110	1	WorldNpc05852	WorldNpc05859	21	21			22110	22113									title_22111	context_22111	context_22111,menu_22111	complete_22111	uncom_22111	target_22111	task_TrackInfo_22111		CanAcceptMenu_22111	UncompleteMenu_22111	CompleteMenu_22111					1	0	0	0	0	1	
22113	火工头陀		s030110	1	WorldNpc05859	WorldNpc05859	21	21			22111	22114									title_22113	context_22113	context_22113,menu_22113	complete_22113	uncom_22113	target_22113	task_TrackInfo_22113		CanAcceptMenu_22113	UncompleteMenu_22113	CompleteMenu_22113					1	0	0	0	0	1	
22114	火工头陀		s030110	1	WorldNpc05859	WorldNpc05859	21	21			22113	22115									title_22114	context_22114	context_22114,menu_22114	complete_22114	uncom_22114	target_22114	task_TrackInfo_22114		CanAcceptMenu_22114	UncompleteMenu_22114	CompleteMenu_22114					1	0	0	0	0	1	
22115	火工头陀		s030110	1	WorldNpc05859	WorldNpc05859	21	21			22114	22117									title_22115	context_22115	context_22115,menu_22115	complete_22115	uncom_22115	target_22115	task_TrackInfo_22115		CanAcceptMenu_22115	UncompleteMenu_22115	CompleteMenu_22115					1	0	0	0	0	1	
22117	火工头陀		s030110	1	WorldNpc05859	WorldNpc05859	21	21			22115	22119				22，23					title_22117	context_22117	context_22117,menu_22117	complete_22117	uncom_22117	target_22117	task_TrackInfo_22117		CanAcceptMenu_22117	UncompleteMenu_22117	CompleteMenu_22117					1	0	0	0	0	1	
22119	火工头陀		s030110	1	WorldNpc05859	WorldNpc05859	21	21			22117	22120				24					title_22119	context_22119	context_22119,menu_22119	complete_22119	uncom_22119	target_22119	task_TrackInfo_22119		CanAcceptMenu_22119	UncompleteMenu_22119	CompleteMenu_22119					1	0	0	0	0	1	
22120	火工头陀		s030110	1	WorldNpc05859	WorldNpc05859	21	21			22119	22121									title_22120	context_22120	context_22120,menu_22120	complete_22120	uncom_22120	target_22120	task_TrackInfo_22120		CanAcceptMenu_22120	UncompleteMenu_22120	CompleteMenu_22120					1	0	0	0	0	1	
22121	神秘老者		s030111	1	WorldNpc05859	WorldNpc05859	21	21			22120	22122									title_22121	context_22121	context_22121,menu_22121	complete_22121	uncom_22121	target_22121	task_TrackInfo_22121		CanAcceptMenu_22121	UncompleteMenu_22121	CompleteMenu_22121					1	0	0	0	0	1	
22122	神秘老者		s030111	1	WorldNpc05859	WorldNpc06001	21	21			22121	22123									title_22122	context_22122	context_22122,menu_22122	complete_22122	uncom_22122	target_22122	task_TrackInfo_22122		CanAcceptMenu_22122	UncompleteMenu_22122	CompleteMenu_22122					1	0	0	0	0	1	
22123	神秘老者		s030111	1	WorldNpc06001	WorldNpc06001	21	21			22122	22126									title_22123	context_22123	context_22123,menu_22123	complete_22123	uncom_22123	target_22123	task_TrackInfo_22123		CanAcceptMenu_22123	UncompleteMenu_22123	CompleteMenu_22123					1	0	0	0	0	1	
22126	神秘老者		s030111	1	WorldNpc06001	WorldNpc06037	21	21			22123	22128									title_22126	context_22126	context_22126,menu_22126	complete_22126	uncom_22126	target_22126	task_TrackInfo_22126									1	0	0	0	0	1	
22128	神秘老者		s030111	1	WorldNpc06037	WorldNpc06007	21	21			22126	22130									title_22128	context_22128	context_22128,menu_22128	complete_22128	uncom_22128	target_22128	task_TrackInfo_22128									1	0	0	0	0	1	
22130	神秘老者		s030111	1	WorldNpc06007	WorldNpc06007	21	21			22128	22132				25					title_22130	context_22130	context_22130,menu_22130	complete_22130	uncom_22130	target_22130	task_TrackInfo_22130									1	0	0	0	0	1	
22132	神秘老者		s030111	1	WorldNpc06007	WorldNpc06009	21	21			22130	22132				26					title_22132	context_22132	context_22132,menu_22132	complete_22132	uncom_22132	target_22132	task_TrackInfo_22132									1	0	0	0	0	1	
22133	逝者悲情		s030112	1	WorldNpc06009	WorldNpc06009	21	21			22132	22134									title_22133	context_22133	context_22133,menu_22133	complete_22133	uncom_22133	target_22133	task_TrackInfo_22133									1	0	0	0	0	1	
22134	逝者悲情		s030112	1	WorldNpc06009	WorldNpc06009	21	21			22133	22135				27					title_22134	context_22134	context_22134,menu_22134	complete_22134	uncom_22134	target_22134	task_TrackInfo_22134									1	0	0	0	0	1	
