STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
2025	回陆    母亲遗志(副本)	【6/8】		6	funnpcclone001016	funnpcclone001016	14	14			2024	2026	740								title_2025	context_2025		complete_2025	uncom_2025	target_2025	task_TrackInfo_2025	next_2025	CanAcceptMenu_2025	UncompleteMenu_2025	CompleteMenu_2025					1	0	0				
2026	回柒   母亲遗志(副本)	【7/8】		6	funnpcclone001016	WorldNpc00501	14	14			2025	2027	740								title_2026	context_2026		complete_2026	uncom_2026	target_2026	task_TrackInfo_2026	next_2026	CanAcceptMenu_2026	UncompleteMenu_2026	CompleteMenu_2026					1	0	0				
2027	回捌    母亲遗志(副本)	【8/8】		6	WorldNpc00501	WorldNpc00501	14	14			2026		740								title_2027	context_2027		complete_2027	uncom_2027	target_2027	task_TrackInfo_2027	next_2027	CanAcceptMenu_2027	UncompleteMenu_2027	CompleteMenu_2027					1	1	0				
2028	求助	【1/3】		6	funnpcclone001002	funnpcclone001002	27	27				2029	740								title_2028	context_2028		complete_2028	uncom_2028	target_2028	task_TrackInfo_2028	next_2028	CanAcceptMenu_2028	UncompleteMenu_2028	CompleteMenu_2028					1	1	0				
2029	五行阵	【2/3】		6	funnpcclone001002	funnpcclone001002	27	27			2028	2030	740								title_2029	context_2029		complete_2029	uncom_2029	target_2029	task_TrackInfo_2029	next_2029	CanAcceptMenu_2029	UncompleteMenu_2029	CompleteMenu_2029					1	1	0				
2030	诗情帕意	【3/3】		6	funnpcclone001002	funnpcclone001021	27	27			2029		740								title_2030	context_2030		complete_2030	uncom_2030	target_2030	task_TrackInfo_2030	next_2030	CanAcceptMenu_2030	UncompleteMenu_2030	CompleteMenu_2030											
2031	回壹    可怜之人(副本)	【1/11】		6	funnpcclone001011	funnpcclone001011	3	3				2032	740								title_2031	context_2031		complete_2031	uncom_2031	target_2031	task_TrackInfo_2031	next_2031	CanAcceptMenu_2031	UncompleteMenu_2031	CompleteMenu_2031					1	0	0				
2032	回贰    可怜之人(副本)	【2/11】		6	funnpcclone001011	funnpcclone001012	3	3			2031	2033	740			40003					title_2032	context_2032		complete_2032	uncom_2032	target_2032	task_TrackInfo_2032	next_2032	CanAcceptMenu_2032	UncompleteMenu_2032	CompleteMenu_2032					1	0	0				
2033	回叁    可怜之人(副本)	【3/11】		6	funnpcclone001012	funnpcclone001011	3	3			2032	2034	740								title_2033	context_2033		complete_2033	uncom_2033	target_2033	task_TrackInfo_2033	next_2033	CanAcceptMenu_2033	UncompleteMenu_2033	CompleteMenu_2033					1	0	0				
2034	回肆    可怜之人(副本)	【4/11】		6	funnpcclone001011	funnpcclone001012	3	3			2033	2035	740								title_2034	context_2034		complete_2034	uncom_2034	target_2034	task_TrackInfo_2034	next_2034	CanAcceptMenu_2034	UncompleteMenu_2034	CompleteMenu_2034					1	0	0				
2035	回伍    可怜之人(副本)	【5/11】		6	funnpcclone001012	funnpcclone001012	3	3			2034	2038	740								title_2035	context_2035		complete_2035	uncom_2035	target_2035	task_TrackInfo_2035	next_2035	CanAcceptMenu_2035	UncompleteMenu_2035	CompleteMenu_2035		402			1	0	0				
2038	回陆    可怜之人(副本)	【6/11】		6	funnpcclone001012	funnpcclone001012	3	3			2035	2039	740				40001				title_2038	context_2038		complete_2038	uncom_2038	target_2038	task_TrackInfo_2038	next_2038	CanAcceptMenu_2038	UncompleteMenu_2038	CompleteMenu_2038		403			1	0	0				
2039	回柒    可怜之人(副本)	【7/11】		6	funnpcclone001012	funnpcclone001012	3	3			2038	2040	740			40002					title_2039	context_2039		complete_2039	uncom_2039	target_2039	task_TrackInfo_2039	next_2039	CanAcceptMenu_2039	UncompleteMenu_2039	CompleteMenu_2039					1	0	0				
2040	回捌    可怜之人(副本)	【8/11】		6	funnpcclone001012	funnpcclone001013	3	3			2039	2041	740								title_2040	context_2040		complete_2040	uncom_2040	target_2040	task_TrackInfo_2040	next_2040	CanAcceptMenu_2040	UncompleteMenu_2040	CompleteMenu_2040					1	0	0				
2041	回玖    可怜之人(副本)	【9/11】		6	WorldNpc02203	funnpcclone001015	9	9			2040	2042	740								title_2041	context_2041		complete_2041	uncom_2041	target_2041	task_TrackInfo_2041	next_2041	CanAcceptMenu_2041	UncompleteMenu_2041	CompleteMenu_2041					1	0	0				
2042	回拾    可怜之人(副本)	【10/11】		6	funnpcclone001015	funnpcclone001015	9	9			2041	2043	740								title_2042	context_2042		complete_2042	uncom_2042	target_2042	task_TrackInfo_2042	next_2042	CanAcceptMenu_2042	UncompleteMenu_2042	CompleteMenu_2042					1	0	0				
2043	回拾壹 可怜之人(副本)	【11/11】		6	funnpcclone001015	WorldNpc02203	9	9			2042	2044	740								title_2043	context_2043		complete_2043	uncom_2043	target_2043	task_TrackInfo_2043	next_2043	CanAcceptMenu_2043	UncompleteMenu_2043	CompleteMenu_2043					1	0	0				
2044	回壹    夺回密方(副本)	【1/2】		6	WorldNpc02203	WorldNpc02203	9	9			2043	2045	740								title_2044	context_2044		complete_2044	uncom_2044	target_2044	task_TrackInfo_2044	next_2044	CanAcceptMenu_2044	UncompleteMenu_2044	CompleteMenu_2044					1	0	0				
2045	回贰    夺回密方(副本)	【2/2】		6	WorldNpc02203	WorldNpc02203	9	9			2044		740								title_2045	context_2045		complete_2045	uncom_2045	target_2045	task_TrackInfo_2045	next_2045	CanAcceptMenu_2045	UncompleteMenu_2045	CompleteMenu_2045					1	0	0				
2051	兵行险招	【1/7】		6	bossclone002004	bossclone002004	28	28				2052							submitnpcex_2051	task\clone002\task2051.lua	title_2051	context_2051	context_2051,menu_2051;target_2051,task_menu_accept_2051	complete_2051	uncom_2051	target_2051	task_TrackInfo_2051	next_2051	CanAcceptMenu_2051	UncompleteMenu_2051	CompleteMenu_2051					1	3	0				
2052	兵行险招	【2/7】		6	bossclone002004	bossclone002006	28	28			2051	2053				40019			submitnpcex_2052	task\clone002\task2052.lua	title_2052	context_2052	context_2052,menu_2052;target_2052,task_menu_accept_2052	complete_2052	uncom_2052	target_2052	task_TrackInfo_2052	next_2052	CanAcceptMenu_2052	UncompleteMenu_2052	CompleteMenu_2052					1	3	0				
2053	兵行险招	【3/7】		6	bossclone002006	bossclone002012	28	28			2052	2054				40010			submitnpcex_2053	task\clone002\task2053.lua	title_2053	context_2053	context_2053,menu_2053;target_2053,task_menu_accept_2053	complete_2053	uncom_2053	target_2053	task_TrackInfo_2053	next_2053	CanAcceptMenu_2053	UncompleteMenu_2053	CompleteMenu_2053					1	3	0				
2054	兵行险招	【4/7】		6	bossclone002012	bossclone002006	28	28			2053	2056				40030			submitnpcex_2054		title_2054	context_2054	context_2054,menu_2054;target_2054,task_menu_accept_2054	complete_2054	uncom_2054	target_2054	task_TrackInfo_2054	next_2054	CanAcceptMenu_2054	UncompleteMenu_2054	CompleteMenu_2054					1	3	0				
2056	兵行险招	【5/7】		6	bossclone002006	bossclone002006	28	28			2054	2057							submitnpcex_2056		title_2056	context_2056	context_2056,menu_2056;target_2056,task_menu_accept_2056	complete_2056	uncom_2056	target_2056	task_TrackInfo_2056	next_2056	CanAcceptMenu_2056	UncompleteMenu_2056	CompleteMenu_2056					1	3	0				
2057	兵行险招	【6/7】		6	bossclone002006	bossclone002006	28	28			2056	2058				40018			submitnpcex_2057	task\clone002\task2057.lua	title_2057	context_2057	context_2057,menu_2057;target_2057,task_menu_accept_2057	complete_2057	uncom_2057	target_2057	task_TrackInfo_2057	next_2057	CanAcceptMenu_2057	UncompleteMenu_2057	CompleteMenu_2057					1	3	0				
2058	兵行险招	【7/7】		6	bossclone002006	bossclone002004	28	28			2057	2078							submitnpcex_2058	task\clone002\task2058.lua	title_2058	context_2058	context_2058,menu_2058;target_2058,task_menu_accept_2058	complete_2058	uncom_2058	target_2058	task_TrackInfo_2058	next_2058	CanAcceptMenu_2058	UncompleteMenu_2058	CompleteMenu_2058					1	3	0				
2059	接送商队	【1/7】		6	bossclone002007	bossclone002007	28	28				2060							submitnpcex_2059	task\clone002\task2059.lua	title_2059	context_2059	context_2059,menu_2059;target_2059,task_menu_accept_2059	complete_2059	uncom_2059	target_2059	task_TrackInfo_2059	next_2059	CanAcceptMenu_2059	UncompleteMenu_2059	CompleteMenu_2059					1	3	0				
2060	接送商队	【2/7】		6	bossclone002007	bossclone002028	28	28			2059	2061							submitnpcex_2060		title_2060	context_2060	context_2060,menu_2060;target_2060,task_menu_accept_2060	complete_2060	uncom_2060	target_2060	task_TrackInfo_2060	next_2060	CanAcceptMenu_2060	UncompleteMenu_2060	CompleteMenu_2060					1	3	0				
2061	接送商队	【3/7】		6	bossclone002028	bossclone002028	28	28			2060	2062							submitnpcex_2061	task\clone002\task2061.lua	title_2061	context_2061	context_2061,menu_2061;target_2061,task_menu_accept_2061	complete_2061	uncom_2061	target_2061	task_TrackInfo_2061	next_2061	CanAcceptMenu_2061	UncompleteMenu_2061	CompleteMenu_2061					1	3	0				
2062	接送商队	【4/7】		6	bossclone002028	bossclone002028	28	28			2061	2063							submitnpcex_2062		title_2062	context_2062	context_2062,menu_2062;target_2062,task_menu_accept_2062	complete_2062	uncom_2062	target_2062	task_TrackInfo_2062	next_2062	CanAcceptMenu_2062	UncompleteMenu_2062	CompleteMenu_2062					1	3	0				
2063	接送商队	【5/7】		6	bossclone002028	bossclone002027	28	28			2062	2064							submitnpcex_2063		title_2063	context_2063	context_2063,menu_2063;target_2063,task_menu_accept_2063	complete_2063	uncom_2063	target_2063	task_TrackInfo_2063	next_2063	CanAcceptMenu_2063	UncompleteMenu_2063	CompleteMenu_2063					1	3	0				
2064	接送商队	【6/7】		6	bossclone002027	bossclone002028	28	28			2063	2066							submitnpcex_2064		title_2064	context_2064	context_2064,menu_2064;target_2064,task_menu_accept_2064	complete_2064	uncom_2064	target_2064	task_TrackInfo_2064	next_2064	CanAcceptMenu_2064	UncompleteMenu_2064	CompleteMenu_2064					1	3	0				
2066	接送商队	【7/7】		6	bossclone002028	bossclone002007	28	28			2064								submitnpcex_2066	task\clone002\task2066.lua	title_2066	context_2066	context_2066,menu_2066;target_2066,task_menu_accept_2066	complete_2066	uncom_2066	target_2066	task_TrackInfo_2066	next_2066	CanAcceptMenu_2066	UncompleteMenu_2066	CompleteMenu_2066					1	3	0				
2067	混入客栈	【1/5】		6	funnpcclone002009	funnpcclone002009	28	28				2069							submitnpcex_2067	task\clone002\task2067.lua	title_2067	context_2067	context_2067,menu_2067;target_2067,task_menu_accept_2067	complete_2067	uncom_2067	target_2067	task_TrackInfo_2067	next_2067	CanAcceptMenu_2067	UncompleteMenu_2067	CompleteMenu_2067					1	3	0				
2068	混入客栈	【4/5】		6	funnpcclone002071	bossclone002009	28	28			2070	2071				40011			submitnpcex_2068		title_2068	context_2068	context_2068,menu_2068;target_2068,task_menu_accept_2068	complete_2068	uncom_2068	target_2068	task_TrackInfo_2068	next_2068	CanAcceptMenu_2068	UncompleteMenu_2068	CompleteMenu_2068					1	3	0				
2069	混入客栈	【2/5】		6	funnpcclone002009	bossclone002009	28	28			2067	2070							submitnpcex_2069	task\clone002\task2069.lua	title_2069	context_2069	context_2069,menu_2069;target_2069,task_menu_accept_2069	complete_2069	uncom_2069	target_2069	task_TrackInfo_2069	next_2069	CanAcceptMenu_2069	UncompleteMenu_2069	CompleteMenu_2069					1	3	0				
2070	混入客栈	【3/5】		6	bossclone002009	funnpcclone002071	28	28			2069	2068							submitnpcex_2070		title_2070	context_2070	context_2070,menu_2070;target_2070,task_menu_accept_2070	complete_2070	uncom_2070	target_2070	task_TrackInfo_2070	next_2070	CanAcceptMenu_2070	UncompleteMenu_2070	CompleteMenu_2070					1	3	0				
2071	混入客栈	【5/5】		6	bossclone002009	bossclone002009	28	28			2068								submitnpcex_2071	task\clone002\task2071.lua	title_2071	context_2071	context_2071,menu_2071;target_2071,task_menu_accept_2071	complete_2071	uncom_2071	target_2071	task_TrackInfo_2071	next_2071	CanAcceptMenu_2071	UncompleteMenu_2071	CompleteMenu_2071					1	3	0				
2072	山寨夺权	【1/6】		6	funnpcclone002010	funnpcclone002010	28	28			2058	2073							submitnpcex_2072	task\clone002\task2072.lua	title_2072	context_2072	context_2072,menu_2072;target_2072,task_menu_accept_2072	complete_2072	uncom_2072	target_2072	task_TrackInfo_2072	next_2072	CanAcceptMenu_2072	UncompleteMenu_2072	CompleteMenu_2072					1	3	0				
2073	山寨夺权	【2/6】		6	funnpcclone002010	bossclone002013	28	28			2072	2075							submitnpcex_2073		title_2073	context_2073	context_2073,menu_2073;target_2073,task_menu_accept_2073	complete_2073	uncom_2073	target_2073	task_TrackInfo_2073	next_2073	CanAcceptMenu_2073	UncompleteMenu_2073	CompleteMenu_2073					1	3	0				
2075	山寨夺权	【3/6】		6	bossclone002013	bossclone002013	28	28			2073	2076							submitnpcex_2075		title_2075	context_2075	context_2075,menu_2075;target_2075,task_menu_accept_2075	complete_2075	uncom_2075	target_2075	task_TrackInfo_2075	next_2075	CanAcceptMenu_2075	UncompleteMenu_2075	CompleteMenu_2075					1	3	0				
2076	山寨夺权	【4/6】		6	bossclone002013	bossclone002013	28	28			2075	2077							submitnpcex_2076	task\clone002\task2076.lua	title_2076	context_2076	context_2076,menu_2076;target_2076,task_menu_accept_2076	complete_2076	uncom_2076	target_2076	task_TrackInfo_2076	next_2076	CanAcceptMenu_2076	UncompleteMenu_2076	CompleteMenu_2076					1	3	0				
2077	山寨夺权	【5/6】		6	bossclone002013	bossclone002013	28	28			2076	2079							submitnpcex_2077		title_2077	context_2077	context_2077,menu_2077;target_2077,task_menu_accept_2077	complete_2077	uncom_2077	target_2077	task_TrackInfo_2077	next_2077	CanAcceptMenu_2077	UncompleteMenu_2077	CompleteMenu_2077					1	3	0				
2078	周淮安-选势力			6		bossclone002006	28	28			2058	2080							submitnpcex_2078		title_2078	context_2078	context_2078,menu_2078;target_2078,task_menu_accept_2078	complete_2078	uncom_2078	target_2078	task_TrackInfo_2078	next_2078	CanAcceptMenu_2078	UncompleteMenu_2078	CompleteMenu_2078					1	3	0				
2079	山寨夺权	【6/6】		6	bossclone002013	funnpcclone002010	28	28			2077								submitnpcex_2079	task\clone002\task2079.lua	title_2079	context_2079	context_2079,menu_2079;target_2079,task_menu_accept_2079	complete_2079	uncom_2079	target_2079	task_TrackInfo_2079	next_2079	CanAcceptMenu_2079	UncompleteMenu_2079	CompleteMenu_2079					1	3	0				
2080	周淮安-订房	【1/9】		6	bossclone002006	bossclone002006	28	28			2078	2081							submitnpcex_2080		title_2080	context_2080	context_2080,menu_2080;target_2080,task_menu_accept_2080	complete_2080	uncom_2080	target_2080	task_TrackInfo_2080	next_2080	CanAcceptMenu_2080	UncompleteMenu_2080	CompleteMenu_2080					1	3	0				
2081	周淮安-打发霍望山	【2/9】		6		bossclone002006	28	28			2080	2083							submitnpcex_2081	task\clone002\task2081.lua	title_2081	context_2081	context_2081,menu_2081;target_2081,task_menu_accept_2081	complete_2081	uncom_2081	target_2081	task_TrackInfo_2081	next_2081	CanAcceptMenu_2081	UncompleteMenu_2081	CompleteMenu_2081					1	3	0				
2083	周淮安-卧底	【3/9】		6	bossclone002006	bossclone002012	28	28			2081	2084							submitnpcex_2083		title_2083	context_2083	context_2083,menu_2083;target_2083,task_menu_accept_2083	complete_2083	uncom_2083	target_2083	task_TrackInfo_2083	next_2083	CanAcceptMenu_2083	UncompleteMenu_2083	CompleteMenu_2083					1	3	0				
2084	周淮安-杀司马回风	【4/9】		6	bossclone002012	bossclone002012	28	28			2083	2086							submitnpcex_2084		title_2084	context_2084	context_2084,menu_2084;target_2084,task_menu_accept_2084	complete_2084	uncom_2084	target_2084	task_TrackInfo_2084	next_2084	CanAcceptMenu_2084	UncompleteMenu_2084	CompleteMenu_2084					1	3	0				
2086	周淮安-杀死贺虎	【5/9】		6		bossclone002004	28	28			2084	2087							submitnpcex_2086		title_2086	context_2086	context_2086,menu_2086;target_2086,task_menu_accept_2086	complete_2086	uncom_2086	target_2086	task_TrackInfo_2086	next_2086	CanAcceptMenu_2086	UncompleteMenu_2086	CompleteMenu_2086					1	3	0				
2087	周淮安-客栈保卫战	【6/9】		6	bossclone002004	bossclone002004	28	28			2086	2089							submitnpcex_2087		title_2087	context_2087	context_2087,menu_2087;target_2087,task_menu_accept_2087	complete_2087	uncom_2087	target_2087	task_TrackInfo_2087	next_2087	CanAcceptMenu_2087	UncompleteMenu_2087	CompleteMenu_2087					1	3	0				
2088				6																																	3					
2089	周淮安-询问密道	【7/9】		6	bossclone002004	bossclone002004	28	28			2087	2090							submitnpcex_2089	task\clone002\task2089.lua	title_2089	context_2089	context_2089,menu_2089;target_2089,task_menu_accept_2089	complete_2089	uncom_2089	target_2089	task_TrackInfo_2089	next_2089	CanAcceptMenu_2089	UncompleteMenu_2089	CompleteMenu_2089					1	3	0				
2090	周淮安-杀死董遒	【8/9】		6		bossclone002004	28	28			2089	2093							submitnpcex_2090		title_2090	context_2090	context_2090,menu_2090;target_2090,task_menu_accept_2090	complete_2090	uncom_2090	target_2090	task_TrackInfo_2090	next_2090	CanAcceptMenu_2090	UncompleteMenu_2090	CompleteMenu_2090					1	3	0				
2091	周淮安-密道出关			6																	title_2091	context_2091	context_2091,menu_2091;target_2091,task_menu_accept_2091	complete_2091	uncom_2091	target_2091	task_TrackInfo_2091	next_2091	CanAcceptMenu_2091	UncompleteMenu_2091	CompleteMenu_2091					1	3	0				
2092	周淮安-杀死曹少卿			6																	title_2092	context_2092	context_2092,menu_2092;target_2092,task_menu_accept_2092	complete_2092	uncom_2092	target_2092	task_TrackInfo_2092	next_2092	CanAcceptMenu_2092	UncompleteMenu_2092	CompleteMenu_2092					1	3	0				
2093	周淮安-保家卫国	【9/9】		6		bossclone002004	28	28			2090								submitnpcex_2093		title_2093	context_2093	context_2093,menu_2093;target_2093,task_menu_accept_2093	complete_2093	uncom_2093	target_2093	task_TrackInfo_2093	next_2093	CanAcceptMenu_2093	UncompleteMenu_2093	CompleteMenu_2093					1	3	0				
2094	周淮安-杀死胡人统领			6																	title_2094	context_2094	context_2094,menu_2094;target_2094,task_menu_accept_2094	complete_2094	uncom_2094	target_2094	task_TrackInfo_2094	next_2094	CanAcceptMenu_2094	UncompleteMenu_2094	CompleteMenu_2094					1	3	0				
2095	沈义山-订房	【1/10】		6	bossclone002028	bossclone002028	28	28			2233	2096							submitnpcex_2095	task\clone002\task2095.lua	title_2095	context_2095	context_2095,menu_2095;target_2095,task_menu_accept_2095	complete_2095	uncom_2095	target_2095	task_TrackInfo_2095	next_2095	CanAcceptMenu_2095	UncompleteMenu_2095	CompleteMenu_2095					1	3	0				
2096	沈义山-打发千户	【2/10】		6		bossclone002028	28	28			2095	2097							submitnpcex_2096	task\clone002\task2096.lua	title_2096	context_2096	context_2096,menu_2096;target_2096,task_menu_accept_2096	complete_2096	uncom_2096	target_2096	task_TrackInfo_2096	next_2096	CanAcceptMenu_2096	UncompleteMenu_2096	CompleteMenu_2096					1	3	0				
2097	沈义山-卧底	【3/10】		6	bossclone002028	bossclone002028	28	28			2096	2098							submitnpcex_2097		title_2097	context_2097	context_2097,menu_2097;target_2097,task_menu_accept_2097	complete_2097	uncom_2097	target_2097	task_TrackInfo_2097	next_2097	CanAcceptMenu_2097	UncompleteMenu_2097	CompleteMenu_2097					1	3	0				
2098	沈义山-杀司马回风	【4/10】		6	bossclone002028	bossclone002028	28	28			2097	2099							submitnpcex_2098		title_2098	context_2098	context_2098,menu_2098;target_2098,task_menu_accept_2098	complete_2098	uncom_2098	target_2098	task_TrackInfo_2098	next_2098	CanAcceptMenu_2098	UncompleteMenu_2098	CompleteMenu_2098					1	3	0				
2099	沈义山-杀死贺虎	【5/10】		6		bossclone002027	28	28			2098	2231							submitnpcex_2099		title_2099	context_2099	context_2099,menu_2099;target_2099,task_menu_accept_2099	complete_2099	uncom_2099	target_2099	task_TrackInfo_2099	next_2099	CanAcceptMenu_2099	UncompleteMenu_2099	CompleteMenu_2099					1	3	0				
