STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING																														
4097	WorldNpc08838	1		hunter24375	13			1																																	
4098	monrc021100	3	1067,1068,1069	hunter24378	13																																				
4099	monrm063600	2	1021,1022	hunter24386	10																																				
4100	monm062300	8		hunter24387	10																																				
4101	WorldNpc02640	1		hunter24388	10			1																																	
4102	monrm063600	3	1023,1024,1026	hunter24400	10																																				
4103	monrm061600	4		hunter24402	10		1																																		
4104	monrm061600	3	1003,1049,1050	hunter24409	10																																				
4105	WorldNpc02912	1		hunter24411	10			1																																	
4106	WorldNpc02915	1		hunter24416	10			1																																	
4107	WorldNpc02691	1		hunter24422_1	10			1																																	
4108	monrm062300	3	1228,1229,1240	hunter24422_2	10																																				
4109	monm061600	6		hunter24426	10																																				
4110	WorldNpc02649	1		hunter24427	10			1																																	
4111	monrm051300	3	1241,1242,1243	hunter24437	9																																				
4112	monrm051200	2	1244,1245	hunter24449_1	9																																				
4113	monrm051500	1	1246	hunter24449_2	9																																				
4114	WorldNpc02531	1		hunter24457	9			1																																	
4115	WorldNpc02532	1		hunter24458	9			1																																	
4116	WorldNpc02525	1		hunter24438	9			1																																	
4117	monrm051200	3	1105,1106,1107	hunter24439	9																																				
4118	monrm051200	3	1109,1110,1111	hunter24447	9																																				
4119	monrm051400	1	1113	hunter24456	9																																				
4120	monrm051500	1	1114	hunter24457	9																																				
4121	monrm051700	1	1115	hunter24461	9																																				
4122	monrm051800	3	1116,1117,1118	hunter24468_1	9																																				
4123	WorldNpc02501	1		hunter24468_2	9			1																																	
4124	monf052100	6		hunter24484	22																																				
4125	monf052200	10		hunter24487	22																																				
4126	monrf050900	1	1122	hunter24488	22																																				
4127	monf052300	10		hunter24495	22																																				
4128	monrf051700	4		hunter24502	22		1																																		
4129	monrf050600	3	1124,1125,1126	hunter24509	22																																				
4130	monrf050700	1	1127	hunter24514	22																																				
4131	monrf050800	1	1128	hunter24517	22																																				
4132	monrm055300	2	1129,1130	hunter24523	22																																				
4133	WorldNpc02427	1		hunter24529	9			1																																	
4134	monrm057800	4	1132,1133,1134,1135	hunter24531	9																																				
4135	monm052300	6		hunter24543	9																																				
4136	monrm058000	1	1138	hunter24546	9																																				
4137	monrm058200	1	1140	hunter24551	9																																				
4138	monrm058300	5	1141,1142,1143,1144,1145	hunter24554	9																																				
4139	monrm058300	3	1146,1147,1148	hunter24560_1	9																																				
4140	monrm058800	4	1155,1156,1157,1158,1159	hunter24563_1	9																																				
4141	monrm058700	1		hunter24563_2	9																																				
4142	monrm058300	5	1163,1164,1165,1166,1167	hunter24571	9																																				
4143	monrm058900	1	1168	hunter24574	9																																				
4144	WorldNpc02445	1		hunter24577	9			1																																	
4145	monrm059000	1		hunter24579	9		1																																		
4146	monrm059200	4	1176,1177,1178,1179	hunter24592	9																																				
4147	WorldNpc02451	1		hunter24597	9			1																																	
4148	WorldNpc02450	1		hunter24599	9			1																																	
4149	monrm059500	1	1182,1183	hunter24601_1	9																																				
4150	monrm059600	1		hunter24601_2	9																																				
4151	monrm059700	4		hunter24608	9		1																																		
4152	monm053700	15		hunter24609	9																																				
4153	monrm059700	5		hunter24610_1	9		1																																		
4154	monrm059800	5		hunter24610_2	9		1																																		
4155	WorldNpc02455	1		hunter24615	9			1																																	
4156	monrm060000	5		hunter24617_2	9																																				
4157	monrm071500	1	1029	hunter24232	17																																				
4159	monrv040200	3	1230,1231,1232	hunter24021	1																																				
4160	monrf051300	2		hunter24162_2	22		1																																		
4161	WorldNpc00052	1		hunter24247	1			1																																	
4162	monc022400	6		hunter24296	13																																				
4163	monf030200	5		hunter24317	20																																				
4164	monf031700	6		hunter24332	20																																				
4165	WorldNpc08513	1		hunter24378_1	13			1																																	
4166	WorldNpc06444	1		hunter24318_1	20			1																																	
4167	monrm051200	3	1247,1248,1249	hunter24463	9																																				
4168	monm051300	6		hunter24476	9																																				
4169	WorldNpc06128	1		hunter24481	22			1																																	
4170	monrf051500	2	1250,1251	hunter24489_1	22																																				
4171	monrf050800	1		hunter24489_2	22		1																																		
4172	monrf051600	4		hunter24498	22		1																																		
4173	WorldNpc06128	1		hunter24507	22			1																																	
4174	WorldNpc06184	1		hunter24518	22			1																																	
4175	WorldNpc02269	1		hunter24522	9			1																																	
4176	monrm057800	3	1257,1258,1259	hunter24542	9																																				
4177	monrm058200	4	1264,1265,1266,1267	hunter24548	9																																				
4178	monm052400	3		hunter24550	9																																				
4179	monrm057700	1		hunter24556	9		1																																		
4180	monrm058300	4	1260,1261,1262,1263	hunter24558	9																																				
4181	WorldNpc02545	1		hunter24442	9			1																																	
4182	WorldNpc02477	1		hunter24560_2	9			1																																	
4183	WorldNpc02444	1		hunter24569	9			1																																	
4184	WorldNpc02449	1		hunter24585	9			1																																	
4185	WorldNpc02478	1		hunter24602	9			1																																	
4186	monm053700	6		hunter24613	9																																				
4187	monrm059600	5		hunter24619	9		1																																		
4188	monm074100	6		hunter24626	11																																				
4189	WorldNpc04708	1		hunter24629	11			1																																	
4190	monm074300	6		hunter24631	11																																				
4191	monrm070300	1		hunter24634	11		1																																		
4192	WorldNpc04805	1		hunter24646	11			1																																	
4193	WorldNpc04810	1		hunter24662	11			1																																	
4194	WorldNpc04809	1		hunter24664	11			1																																	
4195	monrm070800	4		hunter24666	11		1																																		
4196	monrm071000	3		hunter24677	11		1																																		
4197	WorldNpc04428	1		hunter24687	11			1																																	
4198	WorldNpc04429	1		hunter24698	11			1																																	
4199	monrm070900	3		hunter24699	11		1																																		
4200	monrm074800	3		hunter24715	11		1																																		
4201	monrm070900	3		hunter24719	11		1																																		
4202	monrc053700	3		hunter24722	17		1																																		
4203	WorldNpc09603	1		hunter24724_1	17			1																																	
4204	monrc053800	3		hunter24724_2	17		1																																		
4205	monrc053700	3		hunter24726	17		1																																		
4206	monrc053900	2		hunter24729	17		1																																		
4207	monrm061100	2		hunter24736	10		1																																		
4208	WorldNpc02709	1		hunter24740	10			1																																	
4209	WorldNpc02710	1		hunter24747	10			1																																	
4210	WorldNpc02711	1		hunter24749	10			1																																	
4211	monrm061200	4		hunter24760	10		1																																		
4212	WorldNpc02713	1		hunter24762	10			1																																	
