STRING	STRING	STRING	STRING
40160	collect	10012	1
40162	interact	10086	1
40162	interact	10090	2
40164	hunter	10027	1
40173	hunter	10028	1
40182	interact	10087	1
40182	interact	10088	2
40182	interact	10089	3
40184	hunter	10029	1
40185	hunter	10030	1
40242	hunter	10185	2
40242	interact	10220	1
40243	collect	10190	1
40244	convoy	10190	2
40244	story	10190	1
40245	story	10191	1
40246	hunter	10186	2
40246	interact	10221	1
40253	interact	10222	1
40253	convoy	10191	2
40255	hunter	10187	2
40255	interact	10223	1
40256	convoy	10192	1
40257	collect	10191	2
40257	story	10192	1
40258	hunter	10188	1
40258	interact	10234	2
40258	interact	10224	3
40265	collect	10192	1
40265	interact	10225	2
40265	collect	10195	3
40266	hunter	10189	2
40266	interact	10226	3
40266	story	10193	1
40267	hunter	10190	1
40269	interact	10227	1
40269	interact	10228	2
40277	interact	10229	1
40277	interact	10230	2
40278	hunter	10191	2
40278	interact	10231	1
40279	hunter	10192	1
40279	collect	10193	2
40280	interact	10233	1
40281	collect	10194	1
40281	story	10194	2
40289	story	10200	1
40290	convoy	10200	1
40291	hunter	10200	1
40294	hunter	10201	1
40296	convoy	10201	1
40297	collect	10200	1
40299	story	10201	1
40300	hunter	10202	1
40300	hunter	10203	2
40300	interact	10200	3
40300	convoy	10202	4
40301	useitem	10200	1
40303	interact	10201	1
40303	hunter	10204	2
40304	hunter	10205	1
40306	interact	10202	1
40307	hunter	10206	1
40307	interact	10203	2
40308	hunter	10208	1
40309	story	10202	1
40310	hunter	10209	1
40311	story	10203	1
40313	interact	10204	1
40313	useitem	10201	2
40315	interact	10205	1
40315	collect	10201	2
40316	interact	10206	2
40316	collect	10202	1
40316	collect	10203	1
40317	story	10204	1
40318	convoy	10204	1
40319	hunter	10210	1
40320	interact	10207	1
40320	interact	10208	2
40337	story	10205	1
40338	interact	10209	1
40338	interact	10210	2
40339	collect	10204	1
40340	hunter	10211	1
40341	hunter	10212	1
40341	hunter	10213	2
40343	collect	10205	1
40345	interact	10211	1
40345	interact	10212	2
40345	hunter	10214	3
40346	interact	10213	1
40346	hunter	10215	2
40347	story	10207	1
40347	hunter	10216	2
40348	interact	10214	1
40348	hunter	10217	2
40349	useitem	10202	1
40349	hunter	10218	2
40349	convoy	10206	3
40350	hunter	10219	1
40352	hunter	10220	1
40353	hunter	10221	1
40354	useitem	10203	1
40354	interact	10215	2
40356	hunter	10222	1
40356	interact	10216	2
40358	story	10208	1
40359	hunter	10223	1
40360	convoy	10207	1
40386	hunter	10250	2
40386	interact	10250	1
40386	interact	10251	3
40387	interact	10252	1
40387	interact	10253	2
40388	story	10250	1
40389	story	10251	1
40390	convoy	10250	1
40398	hunter	10251	1
40398	collect	10250	1
40399	hunter	10252	1
40400	question	10004	1
40401	convoy	10251	2
40401	story	10252	1
40402	interact	10254	1
40402	convoy	10252	3
40402	useitem	10250	2
40403	interact	10255	1
40409	interact	10256	1
40409	interact	10257	2
40410	hunter	10253	1
40411	interact	10258	2
40411	story	10253	1
40412	interact	10259	1
40412	convoy	10253	3
40412	useitem	10251	2
40413	interact	10260	1
40413	interact	10261	2
40414	convoy	10254	1
40421	collect	10251	1
40422	hunter	10255	1
40423	story	10254	1
40424	convoy	10255	1
40425	hunter	10256	4
40425	useitem	10252	2
40425	useitem	10253	3
40425	story	10255	1
40426	collect	10252	1
40427	interact	10262	1
40427	interact	10263	2
40427	interact	10264	3
40433	interact	10300	1
40434	hunter	10300	1
40435	collect	10300	1
40436	story	10300	1
40438	hunter	10301	1
40439	collect	10301	1
40440	hunter	10302	1
40441	interact	10301	1
40445	story	10301	1
40447	interact	10302	1
40448	interact	10303	1
40448	hunter	10303	2
40449	collect	10303	1
40450	story	10302	1
40451	collect	10304	2
40451	useitem	10300	1
40452	interact	10304	1
40454	hunter	10304	1
40454	story	10303	2
40458	story	10304	1
40459	useitem	10301	1
40460	interact	10305	1
40461	hunter	10305	1
40461	collect	10305	2
40461	interact	10306	3
40461	interact	10307	4
40462	interact	10308	1
40463	interact	10309	1
40463	hunter	10306	2
40463	hunter	10307	3
40466	story	10305	1
40469	interact	10310	1
40470	hunter	10308	1
40471	interact	10311	1
40471	interact	10312	2
40471	useitem	10302	3
40472	interact	10313	1
40473	interact	10314	1
40473	story	10306	2
40474	interact	10315	1
40474	hunter	10309	2
40475	story	10307	1
40476	interact	10316	1
