STRING	STRING	STRING	STRING
24350	story	4105	1
24350	hunter	4090	2
24352	story	4035	
24354	story	4106	1
24354	hunter	4091	2
24356	interact	4212	1
24358	hunter	4092	1
24359	story	4107	1
24362	story	4108	1
24362	hunter	4093	2
24366	hunter	4094	1
24367	story	4109	1
24369	collect	4037	1
24371	hunter	4095	1
24374	hunter	4096	1
24375	interact	4213	1
24375	hunter	4097	2
24377	convoy	4026	1
24378	hunter	4098	1
24378	hunter	4165	2
24379	story	4110	1
24380	useitem	4025	1
24381	story	4111	1
24381	collect	4038	2
24383	useitem	4026	1
24385	interact	4035	1
24386	hunter	4099	1
24386	story	4036	2
24387	hunter	4100	1
24388	interact	4034	1
24388	hunter	4101	2
24388	convoy	4027	3
24389	story	4037	1
24390	collect	4039	1
24397	story	4038	1
24399	story	4039	1
24400	story	4113	1
24400	hunter	4102	2
24401	story	4114	1
24402	convoy	4028	1
24402	interact	4037	2
24402	hunter	4103	3
24403	interact	4214	1
24409	hunter	4104	1
24409	interact	4215	2
24410	interact	4216	1
24410	interact	4217	2
24411	hunter	4105	1
24412	interact	4218	1
24412	interact	4219	2
24412	useitem	4071	3
24413	story	4115	1
24414	interact	4220	1
24414	story	4116	2
24415	interact	4221	1
24416	hunter	4106	1
24418	interact	4222	1
24422	hunter	4107	1
24422	hunter	4108	2
24423	useitem	4028	1
24425	story	4117	1
24426	story	4118	1
24426	hunter	4109	2
24427	hunter	4110	1
24428	interact	4223	1
24434	collect	4041	1
24436	convoy	4031	1
24437	hunter	4111	1
24437	story	4041	2
24438	hunter	4116	1
24439	interact	4224	1
24439	hunter	4117	2
24441	interact	4040	1
24442	story	4119	1
24442	interact	4225	2
24442	hunter	4181	3
24442	interact	4246	4
24446	story	4042	1
24447	interact	4043	1
24447	hunter	4118	2
24449	hunter	4112	1
24449	collect	4043	1
24449	useitem	4072	2
24450	story	4120	1
24450	convoy	4033	2
24454	story	4121	1
24454	interact	4226	2
24454	useitem	4073	3
24454	collect	4074	4
24455	story	4122	1
24457	story	4123	1
24457	hunter	4114	2
24458	hunter	4115	1
24462	story	4124	1
24463	interact	4227	1
24463	hunter	4167	2
24464	story	4125	1
24465	collect	4045	1
24468	story	4126	1
24468	hunter	4122	2
24468	hunter	4123	3
24469	interact	4228	1
24470	useitem	4074	1
24472	story	4127	1
24474	story	4128	1
24476	hunter	4168	1
24481	interact	4229	1
24481	hunter	4169	2
24482	story	4047	1
24483	story		1
24484	story	4048	1
24484	hunter	4124	2
24487	interact	4301	1
24487	interact	4302	1
24487	interact	4303	1
24487	interact	4304	1
24487	interact	4305	2
24487	interact	4306	2
24487	interact	4307	2
24487	interact	4308	2
24489	interact	4230	1
24489	hunter	4170	2
24489	hunter	4171	3
24491	interact	4231	1
24491	convoy	4029	2
24493	interact	4232	1
24494	story	4130	1
24495	story	4131	1
24496	useitem	4076	1
24496	interact	4233	2
24497	interact	4309	1
24498	hunter	4172	1
24499	story	4132	1
24501	story	4133	1
24502	interact	4234	1
24502	hunter	4128	2
24502	collect	4075	3
24505	story	4134	1
24507	interact	4235	1
24507	hunter	4173	2
24509	collect	4076	1
24511	story	4135	1
24517	interact	4236	1
24518	hunter	4174	1
24520	story	4136	1
24521	interact	4239	1
24522	hunter	4175	1
24523	interact	4237	1
24525	interact	4238	1
24525	story	4138	2
24529	hunter	4133	1
24531	hunter	4134	1
24533	story	4055	1
24535	story	4056	1
24537	useitem	4037	1
24539	useitem	4038	1
24539	interact	4240	2
24542	hunter	4176	1
24542	story	4057	2
24543	interact	4241	1
24543	hunter	4135	2
24547	story	4140	1
24548	hunter	4177	1
24548	story	4058	2
24549	collect	4079	1
24550	interact	4243	1
24550	hunter	4178	2
24550	interact	4244	3
24555	interact	4245	1
24555	useitem	4039	2
24556	hunter	4179	1
24557	useitem	4078	1
24558	hunter	4180	1
24559	story	4141	1
24560	hunter	4139	1
24560	hunter	4182	2
24561	story	4142	1
24565	convoy	4030	1
24565	interact	4247	2
24567	story	4143	1
24567	interact	4248	2
24568	interact	4249	1
24568	interact	4250	2
24569	hunter	4183	1
24572	story	4063	1
24577	hunter	4144	1
24579	interact	4251	1
24579	hunter	4145	2
24579	story	4065	3
24582	story	4066	1
24585	interact	4252	1
24585	hunter	4184	2
24587	interact	4253	1
24589	collect	4059	1
24590	interact	4255	1
24590	interact	4256	2
24594	story	4067	1
24596	useitem	4079	1
24597	hunter	4147	1
24599	hunter	4148	1
24600	story	4144	1
24601	interact	4257	1
24602	hunter	4185	1
24603	story	4069	1
24604	collect	4060	1
24605	collect	4061	1
24608	hunter	4153	1
24610	interact	4258	1
24610	hunter	4153	2
24613	hunter	4186	1
24614	story	4145	1
24615	hunter	4155	1
24616	interact	4259	1
24618	story	4146	1
24619	hunter	4187	1
24621	interact	4260	1
24621	interact	4261	2
24626	hunter	4188	1
24626	interact	4262	2
24626	convoy	4039	3
24626	interact	4263	4
24629	hunter	4189	1
24631	interact	4264	1
24631	hunter	4190	2
24634	interact	4265	1
24634	hunter	4191	2
24635	collect	4009	1
24641	collect	4067	1
24642	useitem	4051	1
24646	hunter	4192	1
24647	interact	4066	1
24647	interact	4266	2
24649	interact	4267	1
24649	interact	4268	2
24652	collect	4068	1
24653	useitem	4052	1
24654	convoy	4042	1
24654	interact	4269	2
24655	interact	4274	1
24658	useitem	4053	1
24660	interact	4270	1
24662	interact	4271	1
24662	hunter	4193	2
24664	interact	4272	1
24664	hunter	4194	2
24666	hunter	4195	1
24666	interact	4273	2
24667	story	4147	1
24671	interact	4068	1
24671	interact	4069	2
24671	interact	4070	3
24674	interact	4275	1
24674	collect	4070	2
24677	hunter	4196	1
24677	interact	4276	2
24685	story	4074	1
24687	hunter	4197	1
24688	convoy	4041	1
24690	interact	4277	1
24690	interact	4278	2
24695	interact	4279	1
24698	hunter	4198	1
24699	hunter	4199	1
24703	story	4076	1
24705	interact	4280	1
24708	story	4077	1
24710	story	4078	1
24713	interact	4281	1
24713	useitem	4058	2
24713	useitem	4059	3
24715	interact	4282	1
24715	hunter	4200	2
24716	story	4079	1
24718	useitem	4060	1
24719	interact	4283	1
24719	hunter	4201	2
24721	story	4148	1
24722	interact	4284	1
24722	hunter	4202	2
24724	hunter	4203	1
24724	hunter	4204	2
24726	hunter	4205	1
24727	interact	4285	1
24727	convoy	4043	2
24727	interact	4298	3
24729	hunter	4206	1
24729	story	4149	2
24729	interact	4286	3
24734	story	4150	1
24735	interact	4287	1
24735	interact	4288	2
24736	hunter	4207	1
24736	story	4151	2
24737	interact	4289	1
24738	useitem	4080	1
24739	story	4153	1
24739	interact	4290	2
24739	interact	4291	3
24740	hunter	4208	1
24740	interact	4292	2
24741	useitem	4081	1
24745	interact	4300	1
24745	interact	4293	2
24746	interact	4294	1
24747	hunter	4209	1
24747	interact	4295	2
24749	hunter	4210	1
24750	collect	4077	1
24750	story	4155	2
24757	collect	4078	1
24759	useitem	4082	1
24760	hunter	4211	1
24761	interact	4296	1
24762	hunter	4212	1
24763	interact	4299	1
24763	interact	4297	2
