STRING	STRING	STRING	STRING
36283	interact	11019	1
36284	hunter	11066	1
36286	convoy	11022	1
36287	useitem	11024	1
36288	collect	11021	1
36289	story	11034	1
36292	hunter	11067	1
36294	interact	11020	1
36295	hunter	11068	1
36296	collect	11022	1
36298	collect	11023	1
36302	hunter	11069	1
36304	hunter	11070	1
36305	convoy	11023	1
36306	hunter	11071	1
36308	collect	11024	1
36311	collect	11025	1
36313	hunter	11072	1
36315	collect	11026	2
36315	useitem	11025	1
36316	story	11035	1
36319	convoy	11055	1
36321	collect	11027	1
36322	useitem	11026	1
36325	hunter	11074	1
36327	useitem	11027	1
36328	convoy	11024	1
36329	interact	11021	1
36331	story	11036	1
36332	hunter	11075	1
36333	convoy	11025	1
36334	interact	11022	1
36337	story	11037	1
36340	hunter	11077	1
36341	story	11038	1
36344	hunter	11078	1
36346	hunter	11079	1
36349	collect	11028	1
36351	collect	11029	1
36352	collect	11030	1
36355	hunter	11080	1
36356	hunter	11081	1
36359	useitem	11028	1
36362	convoy	11027	1
36364	collect	11031	0
36364	useitem	11029	0
36367	hunter	11145	1
36369	useitem	11030	1
36372	hunter	11082	1
36373	hunter	11083	1
36376	story	11039	1
36378	useitem	11031	1
36381	hunter	11146	1
36387	hunter	11084	1
36388	hunter	11085	1
36392	useitem	11032	1
36395	hunter	11086	1
36399	story	11040	1
36400	hunter	11088	1
36402	hunter	11089	1
36405	interact	11035	0
36406	hunter	11090	1
36413	interact	11070	1
36414	collect	11034	1
36415	interact	11071	1
36417	hunter	11091	1
36417	hunter	11092	1
36418	hunter	11093	1
36418	interact	11072	2
36420	useitem	11033	1
36421	interact	11073	1
36421	interact	11074	2
36422	hunter	11094	1
36424	hunter	11095	1
36426	interact	11075	1
36426	interact	11076	2
36428	interact	11077	1
36429	collect	11035	1
36434	hunter	11097	1
36436	hunter	11099	1
36438	collect	11041	1
36441	hunter	11100	1
36443	hunter	11101	1
36446	hunter	11102	1
36449	interact	11080	1
36449	hunter	11144	2
36449	hunter	11103	3
36449	hunter	11104	4
36455	hunter	11106	0
36459	hunter	11108	1
36460	useitem	11034	1
36461	interact	11078	1
36461	interact	11079	2
36464	hunter	11110	1
36465	useitem	11035	1
36468	interact	11081	1
36470	collect	11045	1
36472	collect	11046	1
36473	story	11053	1
36475	hunter	11111	1
36478	hunter	11112	1
36479	interact	11082	1
36479	interact	11083	2
36482	story	11041	1
36483	question	11004	1
36486	hunter	11114	1
36489	hunter	11115	1
36491	collect	11047	0
36491	collect	11048	0
36492	convoy	11043	1
36494	collect	11049	1
36497	story	11042	1
36498	hunter	11116	0
36498	collect	11050	0
36499	collect	11051	1
36501	convoy	11044	1
36503	useitem	11038	1
36503	useitem	11039	2
36504	hunter	11117	1
36506	hunter	11118	1
36511	convoy	11045	1
36513	hunter	11120	1
36514	story	11043	1
36515	interact	11036	1
36517	story	11044	1
36519	hunter	11121	1
36522	hunter	11122	1
36524	story	11045	1
36525	convoy	11046	1
36527	story	11046	1
36530	useitem	11040	1
36530	interact	11038	2
36530	interact	11039	3
36533	collect	11052	1
36534	story	11047	1
36536	hunter	11123	1
36537	hunter	11124	1
36538	collect	11053	1
36539	hunter	11125	1
36539	hunter	11126	1
36539	collect	11054	1
36543	convoy	11047	1
36544	hunter	11127	1
36547	useitem	11041	1
36550	story	11048	1
36551	hunter	11128	1
36551	interact	11085	1
36552	useitem	11042	1
36553	hunter	11129	1
36553	collect	11056	1
36555	story	11049	1
36556	hunter	11130	1
36558	story	11050	1
36560	interact	11040	0
36560	interact	11041	0
36560	interact	11042	0
36560	interact	11043	0
36562	convoy	11056	1
36562	convoy	11057	2
36566	hunter	11131	1
36567	story	11051	1
36568	useitem	11043	1
36568	interact	11045	2
36569	hunter	11132	1
36571	hunter	11133	1
36572	story	11052	1
36573	convoy	11049	1
36574	collect	11057	1
36575	interact	11084	1
