STRING	STRING	STRING	STRING
38120	useitem	12011	1
38123	interact	12017	1
38124	hunter	12014	1
38125	interact	12161	1
38125	hunter	12015	2
38129	hunter	12016	1
38129	interact	12163	2
38131	convoy	12010	1
38132	interact	12018	1
38133	story	12006	1
38133	interact	12164	2
38133	interact	12165	3
38136	interact	12166	1
38136	hunter	12017	2
38140	collect	12019	1
38141	useitem	12010	1
38142	interact	12175	1
38142	interact	12176	2
38148	collect	12020	1
38149	hunter	12018	1
38150	story	12007	1
38151	interact	12167	1
38151	collect	12021	2
38152	interact	12019	1
38153	interact	12168	1
38154	interact	12121	1
38154	interact	12020	2
38154	interact	12021	3
38159	collect	12022	1
38160	interact	12022	1
38162	collect	12023	1
38163	interact	12023	1
38164	question	12001	1
38165	interact	12169	1
38166	interact	12170	1
38166	hunter	12019	2
38166	interact	12171	3
38166	convoy	12012	4
38170	hunter	12020	1
38171	interact	12024	1
38173	interact	12025	1
38174	interact	12172	1
38174	hunter	12021	2
38176	interact	12173	1
38176	collect	12024	2
38179	hunter	12022	1
38182	collect	12025	1
38183	hunter	12023	1
38184	collect	12026	1
38185	interact	12026	1
38187	story	12008	1
38187	interact	12174	2
38187	hunter	12024	3
38193	interact	12027	1
38195	collect	12027	1
38198	collect	12028	1
38199	collect	12029	1
38202	hunter	12025	1
38202	interact	12177	2
38202	story	12009	3
38204	collect	12030	1
38207	hunter	12026	1
38208	story	12010	1
38210	collect	12031	1
38212	question	12004	1
38213	hunter	12027	1
38214	story	12011	1
38215	hunter	12096	1
38215	hunter	12097	1
38215	hunter	12098	1
38216	interact	12178	1
38217	hunter	12028	1
38217	interact	12179	2
38217	story	12012	3
38220	interact	12191	1
38221	collect	12033	1
38222	convoy	12013	1
38224	hunter	12029	1
38225	collect	12034	1
38227	story	12013	1
38228	convoy	12014	1
38232	hunter	12030	1
38234	convoy	12015	1
38237	story	12014	1
38238	hunter	12031	1
38241	interact	12180	1
38241	story	12015	2
38241	interact	12181	3
38241	hunter	12032	4
38244	interact	12182	1
38244	hunter	12033	2
38248	convoy	12017	1
38249	interact	12028	1
38250	interact	12183	1
38250	hunter	12034	2
38250	interact	12184	3
38254	convoy	12018	1
38255	interact	12185	1
38258	hunter	12035	1
38259	interact	12186	1
38259	collect	12035	2
38261	interact	12187	1
38261	interact	12188	2
38261	interact	12189	3
38261	hunter	12036	4
38267	hunter	12037	1
38268	hunter	12038	1
38269	collect	12036	1
38270	hunter	12039	1
38272	story	12016	1
38273	interact	12029	1
38274	interact	12190	1
38278	interact	12030	1
38278	interact	12031	2
38281	useitem	12024	1
38282	useitem	12023	1
38283	convoy	12019	1
38283	hunter	12091	2
38284	question	12005	1
38285	story	12017	1
38286	hunter	12040	1
38287	convoy	12020	1
38290	story	12018	1
38293	interact	12193	1
38293	hunter	12041	2
38293	interact	12194	3
38296	useitem	12025	1
38297	collect	12039	1
38298	collect	12038	1
38299	story	12035	1
38300	interact	12195	1
38300	interact	12196	2
38300	interact	12197	3
38302	convoy	12021	1
38304	useitem	12026	1
38305	collect	12040	1
38306	interact	12131	1
38307	useitem	12029	1
38308	interact	12198	1
38310	hunter	12044	1
38311	convoy	12022	1
38312	interact	12199	1
38314	story	12019	1
38316	collect	12041	1
38317	collect	12042	1
38318	interact	12200	1
38321	story	12036	1
38321	interact	12201	2
38321	hunter	12043	3
38321	interact	12202	4
38326	story	12020	1
38328	interact	12032	1
38329	hunter	12045	1
38330	hunter	12092	1
38332	useitem	12027	1
38333	collect	12043	1
38334	interact	12033	1
38334	useitem	12028	2
38338	interact	12034	1
38338	hunter	12046	2
38338	interact	12035	3
38338	convoy	12025	4
38344	hunter	12047	1
38348	hunter	12048	1
38349	interact	12036	1
38349	hunter	12049	2
38349	interact	12037	3
38349	story	12021	4
38353	convoy	12028	1
38354	interact	12203	1
38354	interact	12204	2
38356	hunter	12050	1
38357	interact	12205	1
38357	interact	12206	2
38359	useitem	12012	1
38361	interact	12038	1
38362	useitem	12013	1
38364	hunter	12051	1
38365	convoy	12029	1
38366	interact	12039	1
38366	interact	12040	2
38367	useitem	12014	1
38368	hunter	12052	1
38370	hunter	12053	1
38371	interact	12041	1
38374	hunter	12054	1
38374	hunter	12093	1
38374	hunter	12094	1
38374	hunter	12095	1
38375	collect	12044	1
38376	convoy	12031	1
38378	hunter	12055	1
38383	interact	12207	1
38383	interact	12208	3
38384	interact	12042	1
38385	interact	12209	1
38385	story	12022	2
38390	interact	12043	1
38390	interact	12044	2
38392	interact	12210	1
38392	hunter	12056	2
38392	interact	12211	3
38392	hunter	12057	4
38396	interact	12212	1
38396	collect	12045	2
38397	interact	12213	1
38398	hunter	12058	1
38399	story	12023	1
38400	interact	12214	1
38400	hunter	12059	2
38403	hunter	12060	1
38403	interact	12215	2
38405	interact	12045	1
38405	interact	12046	2
38406	convoy	12037	1
38407	story	12024	1
38412	hunter	12061	1
38412	interact	12216	2
38412	hunter	12062	3
38416	interact	12047	1
38416	interact	12048	2
38417	interact	12049	1
38417	interact	12050	2
38418	interact	12051	1
38418	interact	12221	2
38419	hunter	12063	1
38421	story	12025	1
38423	hunter	12064	1
38425	useitem	12015	1
38426	hunter	12065	1
38427	interact	12217	1
38429	collect	12047	1
38430	interact	12218	1
38434	interact	12052	1
38434	interact	12053	2
38434	interact	12054	3
38437	hunter	12067	1
38438	hunter	12068	1
38440	collect	12048	1
38442	interact	12222	1
38443	hunter	12069	1
38448	question	12007	1
38449	collect	12049	1
38450	hunter	12070	1
38451	convoy	12040	1
38452	collect	12050	1
38454	hunter	12071	1
38455	story	12026	1
38457	story	12037	1
38458	hunter	12099	1
38458	hunter	12100	1
38460	hunter	12072	1
38462	story	12038	1
38463	interact	12223	1
38465	collect	12051	1
38466	collect	12052	1
38467	collect	12053	1
38469	story	12027	1
38470	interact	12057	1
38471	convoy	12043	1
38471	hunter	12102	2
38473	hunter	12075	1
38474	interact	12224	1
38478	hunter	12076	1
38479	convoy	12044	1
38480	interact	12060	1
38481	interact	12061	1
38481	interact	12062	2
38484	convoy	12045	1
38488	hunter	12085	1
38489	collect	12058	1
38490	hunter	12086	1
38491	convoy	12046	1
38493	story	12028	1
38494	interact	12063	1
38496	question	12008	1
38497	useitem	12016	1
38498	hunter	12087	1
38498	interact	12220	2
38501	collect	12055	1
38502	interact	12064	1
38503	collect	12059	1
38505	story	12029	1
38506	useitem	12017	1
38507	hunter	12066	1
38507	interact	12219	2
38509	collect	12060	1
38512	collect	12057	1
38513	interact	12065	1
38513	interact	12066	2
38513	interact	12067	3
38515	convoy	12048	1
38518	story	12030	1
38519	convoy	12049	1
38521	hunter	12088	1
38521	interact	12068	2
38523	convoy	12050	1
38524	hunter	12089	1
38526	hunter	12090	1
38527	collect	12061	1
38529	question	12009	1
38531	interact	12070	1
38532	collect	12066	0
38532	useitem	12018	0
38533	hunter	12077	1
38534	useitem	12019	1
38535	collect	12062	1
38536	interact	12071	1
38536	interact	12072	2
38536	interact	12073	3
38536	interact	12074	4
38537	question	12010	1
38538	collect	12063	1
38539	interact	12075	1
38539	interact	12076	2
38539	interact	12077	3
38539	interact	12078	4
38540	question	12011	1
38543	useitem	12021	1
38544	collect	12065	1
38545	collect	12064	1
38546	useitem	12020	1
38548	story	12031	1
38549	hunter	12078	1
38550	convoy	12052	1
38551	hunter	12079	1
38553	story	12032	1
38556	hunter	12080	1
38558	story	12033	1
38559	interact	12079	1
38559	interact	12080	2
38560	interact	12081	1
38560	interact	12082	2
38560	interact	12083	3
38560	interact	12084	4
38561	useitem	12022	1
38562	hunter	12081	1
38564	convoy	12053	1
38565	interact	12085	1
38565	interact	12086	2
38565	interact	12087	3
38565	interact	12088	4
38566	hunter	12103	1
38566	hunter	12104	1
38568	interact	12089	1
38568	interact	12090	2
38570	convoy	12054	1
38571	interact	12091	1
38572	interact	12092	1
38573	hunter	12083	1
38574	hunter	12084	1
38575	story	12034	1
