STRING	STRING	STRING	STRING
50121	interact	9157	2
50121	useitem	9010	1
50124	hunter	9028	1
50125	interact	9018	1
50125	interact	9020	2
50125	interact	9022	3
50126	hunter	9029	1
50127	interact	9158	1
50127	interact	9159	2
50127	interact	9160	3
50127	useitem	9011	4
50130	interact	9161	1
50130	interact	9162	2
50130	useitem	9012	3
50133	interact	9025	2
50133	interact	9163	1
50135	hunter	9030	1
50135	interact	9164	2
50135	story	9013	3
50137	hunter	9031	2
50137	interact	9165	1
50139	interact	9026	1
50139	interact	9028	2
50140	interact	9166	1
50140	useitem	9013	2
50142	interact	9167	1
50142	interact	9168	3
50142	useitem	9014	2
50145	interact	9169	1
50146	hunter	9032	1
50147	collect	9025	2
50147	interact	9170	1
50149	story	9014	1
50150	hunter	9033	2
50150	interact	9171	1
50152	collect	9026	4
50152	interact	9031	1
50152	interact	9032	2
50152	interact	9172	3
50154	interact	9033	1
50154	interact	9173	2
50154	useitem	9015	3
50158	hunter	9034	1
50158	collect	9027	3
50158	interact	9174	2
50160	interact	9175	1
50162	hunter	9035	2
50162	interact	9176	1
50164	hunter	9036	3
50164	convoy	9009	1
50164	interact	9177	2
50164	interact	9178	4
50167	collect	9028	1
50167	interact	9179	2
50170	hunter	9037	1
50171	hunter	9038	2
50171	interact	9180	1
50171	interact	9181	3
50174	interact	9034	1
50174	interact	9035	2
50174	interact	9036	3
50175	interact	9037	1
50175	interact	9182	2
50175	interact	9189	4
50175	useitem	9016	3
50177	story	9015	1
50178	hunter	9039	1
50179	interact	9183	1
50181	interact	9184	2
50181	story	9016	1
50184	hunter	9040	3
50184	interact	9038	1
50184	interact	9185	2
50186	interact	9186	1
50188	hunter	9041	2
50188	interact	9187	1
50190	collect	9030	1
50191	hunter	9042	1
50191	interact	9039	3
50191	interact	9188	2
50193	interact	9190	1
50194	story	9017	1
50196	hunter	9043	1
50197	convoy	9010	1
50197	interact	9191	2
50199	hunter	9044	1
50200	hunter	9045	2
50200	interact	9192	1
50202	hunter	9046	3
50202	hunter	9047	3
50202	collect	9031	1
50202	interact	9193	2
50205	hunter	9048	1
50206	convoy	9011	1
50207	hunter	9049	2
50207	interact	9194	1
50209	convoy	9012	2
50209	interact	9195	1
50211	hunter	9050	1
50211	interact	9196	3
50211	useitem	9017	2
50213	hunter	9051	2
50213	interact	9197	1
50215	interact	9040	2
50215	interact	9041	3
50215	interact	9198	1
50217	hunter	9122	3
50217	convoy	9013	2
50217	interact	9199	1
50217	interact	9200	4
50221	collect	9033	1
50222	hunter	9052	2
50222	interact	9201	1
50225	collect	9034	1
50226	hunter	9053	1
50227	convoy	9014	1
50227	interact	9042	3
50227	interact	9202	2
50229	collect	9035	1
50230	collect	9099	1
50232	collect	9036	1
50232	useitem	9018	2
50232	interact	9205	3
50234	interact	9203	1
50234	useitem	9019	2
50236	interact	9043	1
50237	interact	9044	3
50237	interact	9204	2
50237	story	9018	1
50239	collect	9038	1
50241	interact	9206	1
50241	interact	9207	2
50241	useitem	9020	3
50243	interact	9045	1
50244	hunter	9055	1
50244	collect	9039	3
50244	interact	9208	2
50247	collect	9040	1
50247	collect	9041	2
50248	collect	9042	2
50248	interact	9209	1
50248	interact	9210	3
50251	useitem	9021	1
50253	collect	9043	2
50253	convoy	9015	4
50253	interact	9211	1
50253	interact	9212	3
50256	interact	9046	1
50257	hunter	9056	1
50257	interact	9213	2
50259	useitem	9022	1
50260	hunter	9057	1
50260	interact	9214	2
50263	collect	9044	1
50263	interact	9215	2
50265	convoy	9016	3
50265	interact	9049	1
50265	interact	9216	2
50267	collect	9045	2
50267	interact	9217	1
50269	hunter	9058	3
50269	interact	9050	1
50269	interact	9218	2
50272	hunter	9059	2
50272	convoy	9017	4
50272	interact	9219	1
50272	interact	9220	3
50275	interact	9051	1
50275	useitem	9023	2
50275	interact	9052	3
50277	hunter	9060	1
50278	collect	9046	2
50278	story	9020	1
50280	useitem	9024	1
50281	interact	9053	1
50283	hunter	9061	3
50283	convoy	9018	1
50283	interact	9221	2
50285	interact	9225	1
50285	interact	9222	2
50285	useitem	9025	3
50287	interact	9223	1
50289	collect	9048	2
50289	interact	9226	1
50290	interact	9054	1
50291	interact	9227	1
50291	useitem	9026	2
50293	interact	9228	2
50293	story	9021	1
50295	hunter	9062	1
50296	useitem	9027	1
50297	hunter	9063	3
50297	convoy	9019	1
50297	interact	9229	2
50299	interact	9230	1
50299	question	9002	2
50301	interact	9231	1
50301	story	9022	2
50304	interact	9243	1
50304	interact	9232	2
50304	useitem	9028	3
50306	hunter	9064	2
50306	convoy	9020	4
50306	interact	9233	1
50306	interact	9234	3
50310	hunter	9065	1
50311	interact	9055	1
50311	interact	9056	1
50311	interact	9057	1
50312	useitem	9029	1
50313	hunter	9066	2
50313	interact	9235	1
50313	interact	9236	3
50313	story	9023	4
50316	useitem	9030	1
50317	hunter	9067	1
50317	hunter	9068	1
50318	collect	9050	1
50319	interact	9237	2
50319	useitem	9031	1
50319	story	9024	3
50321	interact	9238	1
50321	story	9025	2
50323	hunter	9069	2
50323	hunter	9070	2
50323	interact	9239	1
50325	collect	9051	1
50326	convoy	9021	1
50327	convoy	9022	1
50328	hunter	9071	1
50328	hunter	9072	1
50329	hunter	9073	1
50329	hunter	9074	1
50330	hunter	9075	1
50330	hunter	9076	1
50332	interact	9242	1
50332	interact	9240	2
50334	convoy	9023	3
50334	interact	9241	2
50334	useitem	9032	1
50337	interact	9244	1
50338	hunter	9077	1
50338	collect	9053	2
50339	convoy	9024	1
50340	interact	9058	1
50340	interact	9059	2
50342	collect	9054	3
50342	collect	9098	3
50342	interact	9060	1
50342	interact	9245	2
50344	interact	9246	2
50344	useitem	9033	3
50344	story	9032	1
50346	hunter	9078	1
50347	interact	9247	1
50349	collect	9055	3
50349	interact	9248	2
50349	story	9033	1
50351	hunter	9080	4
50351	interact	9249	2
50351	interact	9250	3
50351	question	9003	1
50354	collect	9056	1
50354	convoy	9025	3
50354	interact	9251	2
50357	collect	9057	1
50357	interact	9252	2
50357	question	9004	3
50359	collect	9058	1
50361	interact	9253	1
50363	hunter	9081	1
50363	collect	9059	3
50363	interact	9254	2
50365	convoy	9026	1
50367	convoy	9027	1
50368	hunter	9082	4
50368	interact	9061	1
50368	interact	9062	2
50368	interact	9255	3
50370	collect	9060	1
50371	useitem	9034	1
50371	useitem	9035	2
50373	hunter	9083	3
50373	interact	9063	1
50373	interact	9256	2
50375	collect	9061	1
50376	useitem	9036	1
50377	convoy	9028	3
50377	interact	9064	1
50377	interact	9257	2
50379	convoy	9029	1
50380	useitem	9037	1
50381	collect	9063	2
50381	interact	9258	1
50383	interact	9065	1
50383	interact	9066	2
50384	interact	9067	1
50385	interact	9068	1
50386	story	9026	1
50387	hunter	9084	2
50387	interact	9259	1
50389	collect	9064	1
50390	collect	9065	1
50390	collect	9066	3
50390	interact	9260	2
50392	interact	9261	1
50394	interact	9262	1
50394	interact	9263	3
50394	question	9005	2
50397	collect	9067	2
50397	interact	9264	1
50399	collect	9068	3
50399	collect	9100	3
50399	interact	9265	1
50399	interact	9266	2
50402	interact	9267	1
50405	hunter	9123	1
50405	interact	9268	2
50405	useitem	9038	3
50408	hunter	9085	1
50409	interact	9269	1
50411	hunter	9086	1
50413	hunter	9087	2
50413	interact	9270	1
50415	convoy	9030	1
50416	useitem	9039	1
50417	interact	9271	1
50417	interact	9272	3
50417	useitem	9040	2
50421	hunter	9124	2
50421	interact	9273	1
50421	interact	9274	3
50424	hunter	9088	1
50424	interact	9275	2
50426	hunter	9089	2
50426	convoy	9031	4
50426	interact	9276	1
50426	interact	9277	3
50429	interact	9280	2
50429	interact	9278	1
50429	useitem	9041	4
50429	useitem	9056	3
50432	interact	9279	1
50433	interact	9072	2
50433	interact	9299	1
50434	interact	9073	1
50434	interact	9074	2
50435	collect	9072	1
50435	interact	9300	2
50437	collect	9073	1
50438	hunter	9090	2
50438	hunter	9091	3
50438	useitem	9042	1
50439	interact	9076	1
50439	interact	9077	2
50440	convoy	9032	2
50440	interact	9301	1
50442	useitem	9043	1
50442	useitem	9044	3
50442	interact	9302	2
50442	interact	9303	4
50443	interact	9078	1
50443	interact	9079	2
50444	hunter	9092	1
50445	interact	9081	2
50445	interact	9304	1
50447	hunter	9093	1
50448	hunter	9094	2
50448	interact	9305	1
50450	collect	9074	1
50450	useitem	9045	3
50450	interact	9306	2
50452	convoy	9033	1
50454	hunter	9095	1
50457	interact	9083	1
50457	interact	9084	2
50459	collect	9075	1
50459	interact	9085	2
50459	interact	9086	3
50461	hunter	9096	3
50461	useitem	9046	1
50461	interact	9309	2
50463	convoy	9035	1
50464	collect	9076	1
50465	interact	9089	1
50466	hunter	9097	1
50466	convoy	9036	3
50466	interact	9310	2
50468	interact	9090	1
50471	convoy	9037	1
50472	collect	9077	1
50472	useitem	9047	3
50472	interact	9311	2
50474	hunter	9098	1
50474	hunter	9099	2
50474	hunter	9100	3
50475	interact	9312	1
50478	collect	9078	1
50479	hunter	9101	1
50481	interact	9281	1
50481	story	9027	2
50483	collect	9079	1
50483	collect	9080	3
50483	interact	9282	2
50485	useitem	9048	1
50486	interact	9283	1
50488	hunter	9102	1
50488	interact	9298	2
50488	hunter	9103	3
50488	hunter	9104	3
50491	convoy	9039	1
50491	interact	9284	2
50493	interact	9285	1
50493	collect	9081	2
50496	useitem	9049	1
50497	hunter	9105	1
50499	hunter	9106	1
50499	interact	9287	2
50499	story	9028	3
50502	collect	9082	1
50503	interact	9289	1
50505	collect	9083	1
50506	collect	9084	2
50506	interact	9290	1
50510	interact	9098	1
50510	interact	9099	1
50510	interact	9100	1
50511	interact	9291	1
50511	interact	9297	3
50511	useitem	9050	2
50513	hunter	9107	2
50513	interact	9292	1
50515	convoy	9043	1
50516	useitem	9051	1
50517	hunter	9108	2
50517	interact	9293	1
50519	collect	9086	2
50519	interact	9294	1
50521	collect	9087	1
50522	hunter	9109	3
50522	interact	9295	2
50522	useitem	9052	1
50524	story	9029	1
50525	hunter	9110	2
50525	interact	9296	1
50527	collect	9088	1
50528	useitem	9053	1
50529	interact	9315	1
50530	collect	9089	1
50530	interact	9316	2
50530	collect	9090	3
50533	interact	9317	1
50533	collect	9091	2
50536	hunter	9111	2
50536	interact	9318	1
50538	convoy	9044	1
50538	interact	9319	2
50541	interact	9102	1
50542	hunter	9112	1
50543	interact	9320	1
50543	collect	9092	2
50545	hunter	9113	1
50546	interact	9103	1
50547	convoy	9045	1
50548	hunter	9114	2
50548	interact	9321	1
50550	hunter	9115	1
50550	interact	9322	2
50550	collect	9093	3
50553	interact	9104	1
50554	collect	9094	1
50555	hunter	9116	3
50555	interact	9323	2
50555	story	9030	1
50557	hunter	9117	2
50557	interact	9324	1
50559	interact	9325	1
50559	story	9031	2
50561	convoy	9046	3
50561	interact	9326	2
50561	useitem	9054	1
50566	collect	9095	1
50567	interact	9313	1
50567	interact	9314	3
50567	hunter	9118	2
50569	interact	9105	1
50570	interact	9327	1
50572	collect	9097	1
50573	useitem	9055	1
50574	convoy	9047	2
50574	interact	9328	1
