STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
4022	WorldNpc09601	story_24227_1	storymenu_24227_1	9607	0	storyinfo_24227	17															
4022	WorldNpc09601	story_24227_2	storymenu_24227_2	9607	0	storyinfo_24227	17															
4023	WorldNpc09601	story_24234_1	storymenu_24234_1	9607	0	storyinfo_24234	17															
4023	WorldNpc09601	story_24234_2	storymenu_24234_2	9607	0	storyinfo_24234	17															
4023	WorldNpc09601	story_24234_3	storymenu_24234_3	9607	0	storyinfo_24234	17															
4024	WorldNpc00029	story_24249_1	storymenu_24249_1	9607	0	storyinfo_24249	1															
4024	WorldNpc00029	story_24249_2	storymenu_24249_2	9607	0	storyinfo_24249	1															
4024	WorldNpc00029	story_24249_3	storymenu_24249_3	9607	0	storyinfo_24249	1															
4025	WorldNpc00031	story_24263_1	storymenu_24263_1	9607	0	storyinfo_24263	1															
4025	WorldNpc00031	story_24263_2	storymenu_24263_2	9607	0	storyinfo_24263	1															
4026	WorldNpc05802	story_24268_1	storymenu_24268_1	9607	0	storyinfo_24268	21															
4026	WorldNpc05802	story_24268_2	storymenu_24268_2	9607	0	storyinfo_24268	21															
4027	WorldNpc00031	story_24270_1	storymenu_24270_1	9607	0	storyinfo_24270	1															
4027	WorldNpc00031	story_24270_2	storymenu_24270_2	9607	0	storyinfo_24270	1															
4028	WorldNpc00031	story_24283_1	storymenu_24283_1	9607	0	storyinfo_24283	1															
4028	WorldNpc00031	story_24283_2	storymenu_24283_2	9607	0	storyinfo_24283	1															
4028	WorldNpc00031	story_24283_3	storymenu_24283_3	9607	0	storyinfo_24283	1															
4028	WorldNpc00031	story_24283_4	storymenu_24283_4	9607	0	storyinfo_24283	1															
4028	WorldNpc00031	story_24283_5	storymenu_24283_5	9607	0	storyinfo_24283	1															
4029	WorldNpc08859	story_24294_1	storymenu_24294_1	9607	0	storyinfo_24294	13															
4029	WorldNpc08859	story_24294_2	storymenu_24294_2	9607	0	storyinfo_24294	13															
4029	WorldNpc08859	story_24294_3	storymenu_24294_3	9607	0	storyinfo_24294	13															
4029	WorldNpc08859	story_24294_4	storymenu_24294_4	9607	0	storyinfo_24294	13															
4029	WorldNpc08859	story_24294_5	storymenu_24294_5	9607	0	storyinfo_24294	13															
4030	WorldNpc08841	story_24296_1	storymenu_24296_1	9607	0	storyinfo_24296	13															
4030	WorldNpc08841	story_24296_2	storymenu_24296_2	9607	0	storyinfo_24296	13															
4030	WorldNpc08841	story_24296_3	storymenu_24296_3	9607	0	storyinfo_24296	13															
4031	WorldNpc06402	story_24302_1	storymenu_24302_1	9607	0	storyinfo_24302	20															
4031	WorldNpc06402	story_24302_2	storymenu_24302_2	9607	0	storyinfo_24302	20															
4031	WorldNpc06402	story_24302_3	storymenu_24302_3	9607	0	storyinfo_24302	20															
4032	WorldNpc06612	story_24304_1	storymenu_24304_1	9607	0	storyinfo_24304	20															
4032	WorldNpc06612	story_24304_2	storymenu_24304_2	9607	0	storyinfo_24304	20															
4033	WorldNpc06484	story_24316_1	storymenu_24316_1	9607	0	storyinfo_24316	20															
4033	WorldNpc06484	story_24316_2	storymenu_24316_2	9607	0	storyinfo_24316	20															
4033	WorldNpc06484	story_24316_3	storymenu_24316_3	9607	0	storyinfo_24316	20															
4034	WorldNpc08835	story_24341_1	storymenu_24341_1	9607	0	storyinfo_24341	13															
4034	WorldNpc08835	story_24341_2	storymenu_24341_2	9607	0	storyinfo_24341	13															
4035	WorldNpc08718	story_24352_1	storymenu_24352_1	9607	0	storyinfo_24352	13															
4035	WorldNpc08718	story_24352_2	storymenu_24352_2	9607	0	storyinfo_24352	13															
4036	WorldNpc02907	story_24386_1	storymenu_24386_1	9607	0	storyinfo_24386	10															
4036	WorldNpc02907	story_24386_2	storymenu_24386_2	9607	0	storyinfo_24386	10															
4037	WorldNpc02641	story_24389_1	storymenu_24389_1	9607	0	storyinfo_24389	10															
4037	WorldNpc02641	story_24389_2	storymenu_24389_2	9607	0	storyinfo_24389	10															
4037	WorldNpc02641	story_24389_3	storymenu_24389_3	9607	0	storyinfo_24389	10															
4038	WorldNpc02642	story_24397_1	storymenu_24397_1	9607	0	storyinfo_24397	10															
4038	WorldNpc02642	story_24397_2	storymenu_24397_2	9607	0	storyinfo_24397	10															
4038	WorldNpc02642	story_24397_3	storymenu_24397_3	9607	0	storyinfo_24397	10															
4039	WorldNpc02908	story_24399_1	storymenu_24399_1	9607	0	storyinfo_24399	10															
4039	WorldNpc02908	story_24399_2	storymenu_24399_2	9607	0	storyinfo_24399	10															
4040	WorldNpc02643	story_24425_1	storymenu_24425_1	9607	0	storyinfo_24425	10															
4040	WorldNpc02643	story_24425_2	storymenu_24425_2	9607	0	storyinfo_24425	10															
4041	WorldNpc02524	story_24437_1	storymenu_24437_1	9607	0	storyinfo_24437	9															
4041	WorldNpc02524	story_24437_2	storymenu_24437_2	9607	0	storyinfo_24437	9															
4041	WorldNpc02524	story_24437_3	storymenu_24437_3	9607	0	storyinfo_24437	9															
4042	WorldNpc02528	story_24446_1	storymenu_24446_1	9607	0	storyinfo_24446	9															
4042	WorldNpc02528	story_24446_2	storymenu_24446_2	9607	0	storyinfo_24446	9															
4042	WorldNpc02528	story_24446_3	storymenu_24446_3	9607	0	storyinfo_24446	9															
4043	WorldNpc02510	story_24452_1	storymenu_24452_1	9607	0	storyinfo_24452	9															
4043	WorldNpc02510	story_24452_2	storymenu_24452_2	9607	0	storyinfo_24452	9															
4043	WorldNpc02510	story_24452_3	storymenu_24452_3	9607	0	storyinfo_24452	9															
4044	WorldNpc02532	story_24460_1	storymenu_24460_1	9607	0	storyinfo_24460	9															
4044	WorldNpc02532	story_24460_2	storymenu_24460_2	9607	0	storyinfo_24460	9															
4044	WorldNpc02532	story_24460_3	storymenu_24460_3	9607	0	storyinfo_24460	9															
4045	WorldNpc02532	story_24463_1	storymenu_24463_1	9607	0	storyinfo_24463	9															
4045	WorldNpc02532	story_24463_2	storymenu_24463_2	9607	0	storyinfo_24463	9															
4045	WorldNpc02532	story_24463_3	storymenu_24463_3	9607	0	storyinfo_24463	9															
4046	WorldNpc02528	story_24465_1	storymenu_24465_1	9607	0	storyinfo_24465	9															
4046	WorldNpc02528	story_24465_2	storymenu_24465_2	9607	0	storyinfo_24465	9															
4046	WorldNpc02528	story_24465_3	storymenu_24465_3	9607	0	storyinfo_24465	9															
4047	WorldNpc06163	story_24482_1	storymenu_24482_1	9607	0	storyinfo_24482	22															
4047	WorldNpc06163	story_24482_2	storymenu_24482_2	9607	0	storyinfo_24482	22															
4047	WorldNpc06163	story_24482_3	storymenu_24482_3	9607	0	storyinfo_24482	22															
4048	WorldNpc06130	story_24484_1	storymenu_24484_1	9607	0	storyinfo_24484	22															
4048	WorldNpc06130	story_24484_2	storymenu_24484_2	9607	0	storyinfo_24484	22															
4049	WorldNpc06130	story_24484_3	storymenu_24484_3	9607	0	storyinfo_24484	22															
4049	WorldNpc06130	story_24489_1	storymenu_24489_1	9607	0	storyinfo_24489	22															
4049	WorldNpc06130	story_24489_2	storymenu_24489_2	9607	0	storyinfo_24489	22															
4050	WorldNpc06130	story_24497_1	storymenu_24497_1	9607	0	storyinfo_24497	22															
4050	WorldNpc06130	story_24497_2	storymenu_24497_2	9607	0	storyinfo_24497	22															
4050	WorldNpc06130	story_24497_3	storymenu_24497_3	9607	0	storyinfo_24497	22															
4051	WorldNpc02528	story_24500_1	storymenu_24500_1	9607	0	storyinfo_24500	9															
4051	WorldNpc02528	story_24500_2	storymenu_24500_2	9607	0	storyinfo_24500	9															
4051	WorldNpc02528	story_24500_3	storymenu_24500_3	9607	0	storyinfo_24500	9															
4052	WorldNpc06131	story_24510_1	storymenu_24510_1	9607	0	storyinfo_24510	22															
4052	WorldNpc06131	story_24510_2	storymenu_24510_2	9607	0	storyinfo_24510	22															
4052	WorldNpc06131	story_24510_3	storymenu_24510_3	9607	0	storyinfo_24510	22															
4053	WorldNpc06130	story_24521_1	storymenu_24521_1	9607	0	storyinfo_24521	22															
4053	WorldNpc06130	story_24521_2	storymenu_24521_2	9607	0	storyinfo_24521	22															
4053	WorldNpc06130	story_24521_3	storymenu_24521_3	9607	0	storyinfo_24521	22															
4055	WorldNpc02428	story_24533_1	storymenu_24533_1	9607	0	storyinfo_24533	9															
4055	WorldNpc02428	story_24533_2	storymenu_24533_2	9607	0	storyinfo_24533	9															
4056	WorldNpc02432	story_24535_1	storymenu_24535_1	9607	0	storyinfo_24535	9															
4056	WorldNpc02432	story_24535_2	storymenu_24535_2	9607	0	storyinfo_24535	9															
4056	WorldNpc02432	story_24535_3	storymenu_24535_3	9607	0	storyinfo_24535	9															
4057	WorldNpc02436	story_24542_1	storymenu_24542_1	9607	0	storyinfo_24542	9															
4057	WorldNpc02436	story_24542_2	storymenu_24542_2	9607	0	storyinfo_24542	9															
4058	WorldNpc02437	story_24548_1	storymenu_24548_1	9607	0	storyinfo_24548	9															
4058	WorldNpc02437	story_24548_2	storymenu_24548_2	9607	0	storyinfo_24548	9															
4059	WorldNpc02437	story_24553_1	storymenu_24553_1	9607	0	storyinfo_24553	9															
4059	WorldNpc02437	story_24553_2	storymenu_24553_2	9607	0	storyinfo_24553	9															
4060	WorldNpc02440	story_24556_1	storymenu_24556_1	9607	0	storyinfo_24556	9															
4060	WorldNpc02440	story_24556_2	storymenu_24556_2	9607	0	storyinfo_24556	9															
4061	WorldNpc02440	story_24558_1	storymenu_24558_1	9607	0	storyinfo_24558	9															
4061	WorldNpc02440	story_24558_2	storymenu_24558_2	9607	0	storyinfo_24558	9															
4062	WorldNpc02440	story_24565_1	storymenu_24565_1	9607	0	storyinfo_24565	9															
4062	WorldNpc02440	story_24565_2	storymenu_24565_2	9607	0	storyinfo_24565	9															
4063	WorldNpc02432	story_24572_1	storymenu_24572_1	9607	0	storyinfo_24572	9															
4063	WorldNpc02432	story_24572_2	storymenu_24572_2	9607	0	storyinfo_24572	9															
4064	WorldNpc02443	story_24573_1	storymenu_24573_1	9607	0	storyinfo_24573	9															
4064	WorldNpc02443	story_24573_2	storymenu_24573_2	9607	0	storyinfo_24573	9															
4065	WorldNpc02446	story_24579_1	storymenu_24579_1	9607	0	storyinfo_24579	9															
4065	WorldNpc02446	story_24579_2	storymenu_24579_2	9607	0	storyinfo_24579	9															
4065	WorldNpc02446	story_24579_3	storymenu_24579_3	9607	0	storyinfo_24579	9															
4066	WorldNpc02447	story_24582_1	storymenu_24582_1	9607	0	storyinfo_24582	9															
4066	WorldNpc02447	story_24582_2	storymenu_24582_2	9607	0	storyinfo_24582	9															
4067	WorldNpc02479	story_24594_1	storymenu_24594_1	9607	0	storyinfo_24594	9															
4067	WorldNpc02479	story_24594_2	storymenu_24594_2	9607	0	storyinfo_24594	9															
4067	WorldNpc02479	story_24594_3	storymenu_24594_3	9607	0	storyinfo_24594	9															
4068	WorldNpc02450	story_24596_1	storymenu_24596_1	9607	0	storyinfo_24596	9															
4068	WorldNpc02450	story_24596_2	storymenu_24596_2	9607	0	storyinfo_24596	9															
4069	WorldNpc02453	story_24603_1	storymenu_24603_1	9607	0	storyinfo_24603	9															
4069	WorldNpc02453	story_24603_2	storymenu_24603_2	9607	0	storyinfo_24603	9															
4070	WorldNpc02454	story_24611_1	storymenu_24611_1	9607	0	storyinfo_24611	9															
4070	WorldNpc02454	story_24611_2	storymenu_24611_2	9607	0	storyinfo_24611	9															
4071	WorldNpc02453	story_24615_1	storymenu_24615_1	9607	0	storyinfo_24615	9															
4071	WorldNpc02453	story_24615_2	storymenu_24615_2	9607	0	storyinfo_24615	9															
4072	WorldNpc04708	story_24628_1	storymenu_24628_1	9607	0	storyinfo_24628	11															
4072	WorldNpc04708	story_24628_2	storymenu_24628_2	9607	0	storyinfo_24628	11															
4073	WorldNpc04807	story_24655_1	storymenu_24655_1	9607	0	storyinfo_24655	11															
4073	WorldNpc04807	story_24655_2	storymenu_24655_2	9607	0	storyinfo_24655	11															
4074	WorldNpc04427	story_24685_1	storymenu_24685_1	9607	0	storyinfo_24685	11															
4074	WorldNpc04427	story_24685_2	storymenu_24685_2	9607	0	storyinfo_24685	11															
4074	WorldNpc04427	story_24685_3	storymenu_24685_3	9607	0	storyinfo_24685	11															
4075	WorldNpc04401	story_24696_1	storymenu_24696_1	9607	0	storyinfo_24696	11															
4075	WorldNpc04401	story_24696_2	storymenu_24696_2	9607	0	storyinfo_24696	11															
4076	WorldNpc04401	story_24703_1	storymenu_24703_1	9607	0	storyinfo_24703	11															
4076	WorldNpc04401	story_24703_2	storymenu_24703_2	9607	0	storyinfo_24703	11															
4077	WorldNpc04709	story_24708_1	storymenu_24708_1	9607	0	storyinfo_24708	11															
4077	WorldNpc04709	story_24708_2	storymenu_24708_2	9607	0	storyinfo_24708	11															
4078	WorldNpc04711	story_24710_1	storymenu_24710_1	9607	0	storyinfo_24710	11															
4078	WorldNpc04711	story_24710_2	storymenu_24710_2	9607	0	storyinfo_24710	11															
4079	WorldNpc04711	story_24716_1	storymenu_24716_1	9607	0	storyinfo_24716	11															
4079	WorldNpc04711	story_24716_2	storymenu_24716_2	9607	0	storyinfo_24716	11															
4080	WorldNpc00021	story_24061_1	storymenu_24061_1	9607	0	storyinfo_24061	1															
4080	WorldNpc00021	story_24061_2	storymenu_24061_2	9607	0	storyinfo_24061	1															
4081	WorldNpc05928	story_24100_1	storymenu_24100_1	9607	0	storyinfo_24100	21															
4081	WorldNpc05928	story_24100_2	storymenu_24100_2	9607	0	storyinfo_24100	21															
4081	WorldNpc05928	story_24100_3	storymenu_24100_3	9607	0	storyinfo_24100	21															
4082	WorldNpc06003	story_24126_1	storymenu_24126_1	9607	0	storyinfo_24126	21															
4082	WorldNpc06003	story_24126_2	storymenu_24126_2	9607	0	storyinfo_24126	21															
4083	WorldNpc06007	story_24132_1	storymenu_24132_1	9607	0	storyinfo_24132	21															
4083	WorldNpc06007	story_24132_2	storymenu_24132_2	9607	0	storyinfo_24132	21															
4083	WorldNpc06007	story_24132_3	storymenu_24132_3	9607	0	storyinfo_24132	21															
4084	WorldNpc06010	story_24136_1	storymenu_24136_1	9607	0	storyinfo_24136	21															
4084	WorldNpc06010	story_24136_2	storymenu_24136_2	9607	0	storyinfo_24136	21															
4084	WorldNpc06010	story_24136_3	storymenu_24136_3	9607	0	storyinfo_24136	21															
4085	WorldNpc06010	story_24139_1	storymenu_24139_1	9607	0	storyinfo_24139	21															
4085	WorldNpc06010	story_24139_2	storymenu_24139_2	9607	0	storyinfo_24139	21															
4085	WorldNpc06010	story_24139_3	storymenu_24139_3	9607	0	storyinfo_24139	21															
4086	WorldNpc06005	story_24141_1	storymenu_24141_1	9607	0	storyinfo_24141	21															
4086	WorldNpc06005	story_24141_2	storymenu_24141_2	9607	0	storyinfo_24141	21															
4086	WorldNpc06005	story_24141_3	storymenu_24141_3	9607	0	storyinfo_24141	21															
4087	WorldNpc06101	story_24145_1	storymenu_24145_1	9607	0	storyinfo_24145	22															
4087	WorldNpc06101	story_24145_2	storymenu_24145_2	9607	0	storyinfo_24145	22															
4088	WorldNpc06108	story_24159_1	storymenu_24159_1	9607	0	storyinfo_24159	22															
4088	WorldNpc06108	story_24159_2	storymenu_24159_2	9607	0	storyinfo_24159	22															
4089	WorldNpc06122	story_24168_1	storymenu_24168_1	9607	0	storyinfo_24168	22															
4089	WorldNpc06122	story_24168_2	storymenu_24168_2	9607	0	storyinfo_24168	22															
4090	WorldNpc06117	story_24176_1	storymenu_24176_1	9607	0	storyinfo_24176	22															
4090	WorldNpc06117	story_24176_2	storymenu_24176_2	9607	0	storyinfo_24176	22															
4091	WorldNpc06113	story_24185_1	storymenu_24185_1	9607	0	storyinfo_24185	22															
4091	WorldNpc06113	story_24185_2	storymenu_24185_2	9607	0	storyinfo_24185	22															
4092	WorldNpc06126	story_24191_1	storymenu_24191_1	9607	0	storyinfo_24191	22															
4092	WorldNpc06126	story_24191_2	storymenu_24191_2	9607	0	storyinfo_24191	22															
4093	WorldNpc09801	story_24200_1	storymenu_24200_1	9607	0	storyinfo_24200	17															
4093	WorldNpc09801	story_24200_2	storymenu_24200_2	9607	0	storyinfo_24200	17															
4093	WorldNpc09801	story_24200_3	storymenu_24200_3	9607	0	storyinfo_24200	17															
4094	WorldNpc09602	story_24215_1	storymenu_24215_1	9607	0	storyinfo_24215	17															
4094	WorldNpc09602	story_24215_2	storymenu_24215_2	9607	0	storyinfo_24215	17															
4094	WorldNpc09602	story_24215_3	storymenu_24215_3	9607	0	storyinfo_24215	17															
4095	WorldNpc09601	story_24240_1	storymenu_24240_1	9607	0	storyinfo_24240	17															
4095	WorldNpc09601	story_24240_2	storymenu_24240_2	9607	0	storyinfo_24240	17															
4096	WorldNpc00030	story_24249_4	storymenu_24249_4	9607	0	storyinfo_24249_1	1															
4096	WorldNpc00030	story_24249_5	storymenu_24249_5	9607	0	storyinfo_24249_1	1															
4096	WorldNpc00030	story_24249_6	storymenu_24249_6	9607	0	storyinfo_24249_1	1															
4097	WorldNpc00031	story_24251_1	storymenu_24251_1	9607	0	storyinfo_24251	1															
4097	WorldNpc00031	story_24251_2	storymenu_24251_2	9607	0	storyinfo_24251	1															
4098	WorldNpc00031	story_24253_1	storymenu_24253_1	9607	0	storyinfo_24253	1															
4098	WorldNpc00031	story_24253_2	storymenu_24253_2	9607	0	storyinfo_24253	1															
4098	WorldNpc00031	story_24253_3	storymenu_24253_3	9607	0	storyinfo_24253	1															
4099	WorldNpc00032	story_24260_1	storymenu_24260_1	9607	0	storyinfo_24260	1															
4099	WorldNpc00032	story_24260_2	storymenu_24260_2	9607	0	storyinfo_24260	1															
4100	WorldNpc00035	story_24287_1	storymenu_24287_1	9607	0	storyinfo_24287	1															
4100	WorldNpc00035	story_24287_2	storymenu_24287_2	9607	0	storyinfo_24287	1															
4100	WorldNpc00035	story_24287_3	storymenu_24287_3	9607	0	storyinfo_24287	1															
4101	WorldNpc08857	story_24289_1	storymenu_24289_1	9607	0	storyinfo_24289	13															
4101	WorldNpc08857	story_24289_2	storymenu_24289_2	9607	0	storyinfo_24289	13															
4102	WorldNpc06402	story_24309_1	storymenu_24309_1	9607	0	storyinfo_24309	20															
4102	WorldNpc06402	story_24309_2	storymenu_24309_2	9607	0	storyinfo_24309	20															
4103	WorldNpc06612	story_24311_1	storymenu_24311_1	9607	0	storyinfo_24311	20															
4103	WorldNpc06612	story_24311_2	storymenu_24311_2	9607	0	storyinfo_24311	20															
4104	WorldNpc08408	story_24338_1	storymenu_24338_1	9607	0	storyinfo_24338	13															
4104	WorldNpc08408	story_24338_2	storymenu_24338_2	9607	0	storyinfo_24338	13															
4105	WorldNpc08834	story_24350_1	storymenu_24350_1	9607	0	storyinfo_24350	13															
4105	WorldNpc08834	story_24350_2	storymenu_24350_2	9607	0	storyinfo_24350	13															
4106	WorldNpc08519	story_24354_1	storymenu_24354_1	9607	0	storyinfo_24354	13															
4106	WorldNpc08519	story_24354_2	storymenu_24354_2	9607	0	storyinfo_24354	13															
4107	WorldNpc08718	story_24359_1	storymenu_24359_1	9607	0	storyinfo_24359	13															
4107	WorldNpc08718	story_24359_2	storymenu_24359_2	9607	0	storyinfo_24359	13															
4108	WorldNpc08836	story_24362_1	storymenu_24362_1	9607	0	storyinfo_24362	13															
4108	WorldNpc08836	story_24362_2	storymenu_24362_2	9607	0	storyinfo_24362	13															
4109	WorldNpc08840	story_24367_1	storymenu_24367_1	9607	0	storyinfo_24367	13															
4109	WorldNpc08840	story_24367_2	storymenu_24367_2	9607	0	storyinfo_24367	13															
4110	WorldNpc08519	story_24379_1	storymenu_24379_1	9607	0	storyinfo_24379	13															
4110	WorldNpc08519	story_24379_2	storymenu_24379_2	9607	0	storyinfo_24379	13															
4111	WorldNpc08839	story_24381_1	storymenu_24381_1	9607	0	storyinfo_24381	13															
4111	WorldNpc08839	story_24381_2	storymenu_24381_2	9607	0	storyinfo_24381	13															
4112	WorldNpc06540	story_24334_1	storymenu_24334_1	9607	0	storyinfo_24334	13															
4112	WorldNpc06540	story_24334_2	storymenu_24334_2	9607	0	storyinfo_24334	13															
4113	WorldNpc02901	story_24400_1	storymenu_24400_1	9607	0	storyinfo_24400	10															
4113	WorldNpc02901	story_24400_2	storymenu_24400_2	9607	0	storyinfo_24400	10															
4114	WorldNpc02901	story_24401_1	storymenu_24401_1	9607	0	storyinfo_24401	10															
4114	WorldNpc02901	story_24401_2	storymenu_24401_2	9607	0	storyinfo_24401	10															
4115	WorldNpc02911	story_24413_1	storymenu_24413_1	9607	0	storyinfo_24413	10															
4115	WorldNpc02911	story_24413_2	storymenu_24413_2	9607	0	storyinfo_24413	10															
4115	WorldNpc02911	story_24413_3	storymenu_24413_3	9607	0	storyinfo_24413	10															
4115	WorldNpc02911	story_24413_4	storymenu_24413_4	9607	0	storyinfo_24413	10															
4116	WorldNpc02912	story_24414_1	storymenu_24414_1	9607	0	storyinfo_24414	10															
4116	WorldNpc02912	story_24414_2	storymenu_24414_2	9607	0	storyinfo_24414	10															
4117	WorldNpc02642	story_24425_1	storymenu_24425_1	9607	0	storyinfo_24425	10															
4117	WorldNpc02642	story_24425_2	storymenu_24425_2	9607	0	storyinfo_24425	10															
4118	WorldNpc02642	story_24426_1	storymenu_24426_1	9607	0	storyinfo_24426	10															
4118	WorldNpc02642	story_24426_2	storymenu_24426_2	9607	0	storyinfo_24426	10															
4119	WorldNpc02526	story_24442_1	storymenu_24442_1	9607	0	storyinfo_24442	9															
4119	WorldNpc02526	story_24442_2	storymenu_24442_2	9607	0	storyinfo_24442	9															
4120	WorldNpc02510	story_24450_1	storymenu_24450_1	9607	0	storyinfo_24450	9															
4120	WorldNpc02510	story_24450_2	storymenu_24450_2	9607	0	storyinfo_24450	9															
