STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
10203	WorldNpc09955	story_40311_3	storymenu_40311_3	9607	0	storyinfo40311	17															
10204	WorldNpc09955	story_40317_1	storymenu_40317_1	9607	0	storyinfo40317	17															
10204	WorldNpc09955	story_40317_2	storymenu_40317_2	9607	0	storyinfo40317	17															
10204	WorldNpc09955	story_40317_3	storymenu_40317_3	9607	0	storyinfo40317	17															
10205	WorldNpc02604	story_40337_1	storymenu_40337_1	9607	0	storyinfo40337	10															
10205	WorldNpc02604	story_40337_2	storymenu_40337_2	9607	0	storyinfo40337	10															
10205	WorldNpc02604	story_40337_3	storymenu_40337_3	9607	0	storyinfo40337	10															
10207	WorldNpc11004	story_40347_1	storymenu_40347_1	9607	0	storyinfo40347	13															
10207	WorldNpc11004	story_40347_2	storymenu_40347_2	9607	0	storyinfo40347	13															
10208	WorldNpc10046	story_40358_1	storymenu_40358_1	9607	0	storyinfo40358	13															
10208	WorldNpc10046	story_40358_2	storymenu_40358_2	9607	0	storyinfo40358	13															
10250	WorldNpc02629	story_40388_1	storymenu_40388_1	9607	0	storyinfo40388	10															
10250	WorldNpc02629	story_40388_2	storymenu_40388_2	9607	0	storyinfo40388	10															
10251	WorldNpc02605	story_40389_1	storymenu_40389_1	9607	0	storyinfo40389	10															
10251	WorldNpc02605	story_40389_2	storymenu_40389_2	9607	0	storyinfo40389	10															
10252	WorldNpc08942	story_40401_1	storymenu_40401_1	9607	0	storyinfo40401	13															
10252	WorldNpc08942	story_40401_2	storymenu_40401_2	9607	0	storyinfo40401	13															
10253	WorldNpc08946	story_40411_1	storymenu_40411_1	9607	0	storyinfo40411	13															
10253	WorldNpc08946	story_40411_2	storymenu_40411_2	9607	0	storyinfo40411	13															
10254	WorldNpc08948	story_40423_1	storymenu_40423_1	9607	0	storyinfo40423	13															
10254	WorldNpc08948	story_40423_2	storymenu_40423_2	9607	0	storyinfo40423	13															
10255	WorldNpc08950	story_40425_1	storymenu_40425_1	9607	0	storyinfo40425	13															
10255	WorldNpc08950	story_40425_2	storymenu_40425_2	9607	0	storyinfo40425	13															
10300	WorldNpc02605	story_40436_1	storymenu_40436_1	9607	0	storyinfo40436	10															
10300	WorldNpc02605	story_40436_2	storymenu_40436_2	9607	0	storyinfo40436	10															
10301	WorldNpc02629	story_40445_1	storymenu_40445_1	9607	0	storyinfo40445	10															
10301	WorldNpc02629	story_40445_2	storymenu_40445_2	9607	0	storyinfo40445	10															
10302	WorldNpc01244	story_40450_1	storymenu_40450_1	9607	0	storyinfo40450	14															
10302	WorldNpc01244	story_40450_2	storymenu_40450_2	9607	0	storyinfo40450	14															
10303	WorldNpc01443	story_40454_1	storymenu_40454_1	9607	0	storyinfo40454	14															
10303	WorldNpc01443	story_40454_2	storymenu_40454_2	9607	0	storyinfo40454	14															
10304	WorldNpc01244	story_40458_1	storymenu_40458_1	9607	0	storyinfo40458	14															
10304	WorldNpc01244	story_40458_2	storymenu_40458_2	9607	0	storyinfo40458	14															
10305	WorldNpc01444	story_40466_1	storymenu_40466_1	9607	0	storyinfo40466	14															
10305	WorldNpc01444	story_40466_2	storymenu_40466_2	9607	0	storyinfo40466	14															
10306	WorldNpc02717	story_40473_1	storymenu_40473_1	9607	0	storyinfo40473	10															
10306	WorldNpc02717	story_40473_2	storymenu_40473_2	9607	0	storyinfo40473	10															
10307	WorldNpc02716	story_40475_1	storymenu_40475_1	9607	0	storyinfo40475	10															
10307	WorldNpc02716	story_40475_2	storymenu_40475_2	9607	0	storyinfo40475	10															
