STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
12020	WorldNpc01393	story_38326_2	storymenu_38326_2	9607	0	task_TrackInfo_38326	14															
12021	WorldNpc08926	story_38349_1	storymenu_38349_1	9607	0	task_TrackInfo_38349	13															
12021	WorldNpc08926	story_38349_2	storymenu_38349_2	9607	0	task_TrackInfo_38349	13															
12022	WorldNpc00472	story_38385_1	storymenu_38385_1	9607	0	task_TrackInfo_38385	12															
12022	WorldNpc00472	story_38385_2	storymenu_38385_2	9607	0	task_TrackInfo_38385	12															
12023	WorldNpc00212	story_38399_1	storymenu_38399_1	9607	0	task_TrackInfo_38399	12															
12023	WorldNpc00212	story_38399_2	storymenu_38399_2	9607	0	task_TrackInfo_38399	12															
12024	WorldNpc08832	story_38407_1	storymenu_38407_1	9607	0	task_TrackInfo_38407	13															
12024	WorldNpc08832	story_38407_2	storymenu_38407_2	9607	0	task_TrackInfo_38407	13															
12025	WorldNpc00212	story_38421_1	storymenu_38421_1	9607	0	task_TrackInfo_38421	12															
12025	WorldNpc00212	story_38421_2	storymenu_38421_2	9607	0	task_TrackInfo_38421	12															
12026	WorldNpc09401	story_38455_1	storymenu_38455_1	9607	0	task_TrackInfo_38455	2															
12026	WorldNpc09401	story_38455_2	storymenu_38455_2	9607	0	task_TrackInfo_38455	2															
12027	WorldNpc01292	story_38469_1	storymenu_38469_1	9607	0	task_TrackInfo_38469	14															
12027	WorldNpc01292	story_38469_2	storymenu_38469_2	9607	0	task_TrackInfo_38469	14															
12028	WorldNpc02502	story_38493_1	storymenu_38493_1	9607	0	task_TrackInfo_38493	9															
12029	WorldNpc02502	story_38505_1	storymenu_38505_1	9607	0	task_TrackInfo_38505	9															
12030	WorldNpc02516	story_38518_1	storymenu_38518_1	9607	0	task_TrackInfo_38518	9															
12031	WorldNpc05797	story_38548_1	storymenu_38548_1	9607	0	task_TrackInfo_38548	21															
12031	WorldNpc05797	story_38548_2	storymenu_38548_2	9607	0	task_TrackInfo_38548	21															
12032	WorldNpc05792	story_38553_1	storymenu_38553_1	9607	0	task_TrackInfo_38553	21															
12032	WorldNpc05792	story_38553_2	storymenu_38553_2	9607	0	task_TrackInfo_38553	21															
12033	WorldNpc05799	story_38558_1	storymenu_38558_1	9607	0	task_TrackInfo_38558	21															
12033	WorldNpc05799	story_38558_2	storymenu_38558_2	9607	0	task_TrackInfo_38558	21															
12034	WorldNpc05791	story_38575_1	storymenu_38575_1	9607	0	task_TrackInfo_38575	21															
12034	WorldNpc05791	story_38575_2	storymenu_38575_2	9607	0	task_TrackInfo_38575	21															
12035	WorldNpc00245	story_38299_1	storymenu_38299_1	9607	0	task_TrackInfo_38299	12															
12035	WorldNpc00245	story_38299_2	storymenu_38299_2	9607	0	task_TrackInfo_38299	12															
12036	WorldNpc01308	story_38321_1	storymenu_38321_1	9607	0	task_TrackInfo_38321	14															
12036	WorldNpc01308	story_38321_2	storymenu_38321_2	9607	0	task_TrackInfo_38321	14															
12037	WorldNpc05092	story_38457_1	storymenu_38457_1	9607	0	task_TrackInfo_38457	14															
12037	WorldNpc05092	story_38457_2	storymenu_38457_2	9607	0	task_TrackInfo_38457	14															
12038	WorldNpc05042	story_38462_1	storymenu_38462_1	9607	0	task_TrackInfo_38462	24															
12038	WorldNpc05042	story_38462_2	storymenu_38462_2	9607	0	task_TrackInfo_38462	24															
