STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING														
11018	WorldNpc04408	story_36151_1	storymenu_36151_1	9607	0	storyinfo_36151	11															
11018	WorldNpc04408	story_36151_2	storymenu_36151_2	9607	0	storyinfo_36151	11															
11019	WorldNpc09626	story_36163_1	storymenu_36163_1	9607	0	storyinfo_36163	17															
11019	WorldNpc09626	story_36163_2	storymenu_36163_2	9607	0	storyinfo_36163	17															
11020	WorldNpc09811	story_36172_1	storymenu_36172_1	9607	0	storyinfo_36172	17															
11020	WorldNpc09811	story_36172_2	storymenu_36172_2	9607	0	storyinfo_36172	17															
11021	WorldNpc09801	story_36188_1	storymenu_36188_1	9607	0	storyinfo_36187	17															
11021	WorldNpc09801	story_36188_2	storymenu_36188_2	9607	0	storyinfo_36187	17															
11022	WorldNpc00393	story_36199_1	storymenu_36199_1	9607	0	storyinfo_36199	12															
11022	WorldNpc00393	story_36199_2	storymenu_36199_2	9607	0	storyinfo_36199	12															
11023	WorldNpc00388	story_36206_1	storymenu_36206_1	9607	0	storyinfo_36206	12															
11023	WorldNpc00388	story_36206_2	storymenu_36206_2	9607	0	storyinfo_36206	12															
11024	WorldNpc00394	story_36210_1	storymenu_36210_1	9607	0	storyinfo_36210	12															
11024	WorldNpc00394	story_36210_2	storymenu_36210_2	9607	0	storyinfo_36210	12															
11025	WorldNpc00386	story_36222_1	storymenu_36222_1	9607	0	storyinfo_36222	12															
11025	WorldNpc00386	story_36222_2	storymenu_36222_2	9607	0	storyinfo_36222	12															
11026	WorldNpc00386	story_36225_1	storymenu_36225_1	9607	0	storyinfo_36225	12															
11026	WorldNpc00386	story_36225_2	storymenu_36225_2	9607	0	storyinfo_36225	12															
11027	WorldNpc00393	story_36229_1	storymenu_36229_1	9607	0	storyinfo_36229	12															
11027	WorldNpc00393	story_36229_2	storymenu_36229_2	9607	0	storyinfo_36229	12															
11028	WorldNpc00388	story_36234_1	storymenu_36234_1	9607	0	storyinfo_36234	12															
11028	WorldNpc00388	story_36234_2	storymenu_36234_2	9607	0	storyinfo_36234	12															
11029	WorldNpc04431	story_36242_1	storymenu_36242_1	9607	0	storyinfo_36242	11															
11029	WorldNpc04431	story_36242_2	storymenu_36242_2	9607	0	storyinfo_36242	11															
11030	WorldNpc04406	story_36250_1	storymenu_36250_1	9607	0	storyinfo_36250	11															
11030	WorldNpc04406	story_36250_2	storymenu_36250_2	9607	0	storyinfo_36250	11															
11031	WorldNpc06619	story_36260_1	storymenu_36260_1	9607	0	storyinfo_36260	20															
11031	WorldNpc06619	story_36260_2	storymenu_36260_2	9607	0	storyinfo_36260	20															
11032	WorldNpc06618	story_36270_1	storymenu_36270_1	9607	0	storyinfo_36270	20															
11032	WorldNpc06618	story_36270_2	storymenu_36270_2	9607	0	storyinfo_36270	20															
11033	WorldNpc06621	story_36276_1	storymenu_36276_1	9607	0	storyinfo_36276	20															
11033	WorldNpc06621	story_36276_2	storymenu_36276_2	9607	0	storyinfo_36276	20															
11034	WorldNpc04424	story_36289_1	storymenu_36289_1	9607	0	storyinfo_36289	11															
11034	WorldNpc04424	story_36289_2	storymenu_36289_2	9607	0	storyinfo_36289	11															
11035	WorldNpc09902	story_36316_1	storymenu_36316_1	9607	0	storyinfo_36316	17															
11035	WorldNpc09902	story_36316_2	storymenu_36316_2	9607	0	storyinfo_36316	17															
11036	WorldNpc04425	story_36331_1	storymenu_36331_1	9607	0	storyinfo_36331	11															
11036	WorldNpc04425	story_36331_2	storymenu_36331_2	9607	0	storyinfo_36331	11															
11037	WorldNpc04401	story_36337_1	storymenu_36337_1	9607	0	storyinfo_36337	11															
11037	WorldNpc04401	story_36337_2	storymenu_36337_2	9607	0	storyinfo_36337	11															
11037	WorldNpc04401	story_36337_3	storymenu_36337_3	9607	0	storyinfo_36337	11															
11038	WorldNpc04572	story_36341_1	storymenu_36341_1	9607	0	storyinfo_36341	11															
11039	WorldNpc10042	story_36376_1	storymenu_36376_1	9607	0	storyinfo_36376	16															
11039	WorldNpc10042	story_36376_2	storymenu_36376_2	9607	0	storyinfo_36376	16															
11040	WorldNpc08832	story_36399_1	storymenu_36399_1	9607	0	storyinfo_36399	13															
11041	WorldNpc04403	story_36482_1	storymenu_36482_1	9607	0	storyinfo_36482	11															
11041	WorldNpc04403	story_36482_2	storymenu_36482_2	9607	0	storyinfo_36482	11															
11042	WorldNpc05202	story_36497_1	storymenu_36497_1	9607	0	storyinfo_36497	18															
11042	WorldNpc05202	story_36497_2	storymenu_36497_2	9607	0	storyinfo_36497	18															
11043	WorldNpc05389	story_36514_1	storymenu_36514_1	9607	0	storyinfo_36514	18															
11043	WorldNpc05389	story_36514_2	storymenu_36514_2	9607	0	storyinfo_36514	18															
11044	WorldNpc05390	story_36517_1	storymenu_36517_1	9607	0	storyinfo_36517	18															
11044	WorldNpc05390	story_36517_2	storymenu_36517_2	9607	0	storyinfo_36517	18															
11045	WorldNpc05391	story_36524_1	storymenu_36524_1	9607	0	storyinfo_36524	18															
11045	WorldNpc05391	story_36524_2	storymenu_36524_2	9607	0	storyinfo_36524	18															
11046	WorldNpc05390	story_36527_1	storymenu_36527_1	9607	0	storyinfo_36527	18															
11046	WorldNpc05390	story_36527_2	storymenu_36527_2	9607	0	storyinfo_36527	18															
11047	WorldNpc04431	story_36534_1	storymenu_36534_1	9607	0	storyinfo_36534	11															
11047	WorldNpc04431	story_36534_2	storymenu_36534_2	9607	0	storyinfo_36534	11															
11048	WorldNpc09309	story_36550_1	storymenu_36550_1	9607	0	storyinfo_36550	2															
11048	WorldNpc09309	story_36550_2	storymenu_36550_2	9607	0	storyinfo_36550	2															
11049	WorldNpc09308	story_36555_1	storymenu_36555_1	9607	0	storyinfo_36555	2															
11049	WorldNpc09308	story_36555_2	storymenu_36555_2	9607	0	storyinfo_36555	2															
11050	WorldNpc04433	story_36558_1	storymenu_36558_1	9607	0	storyinfo_36558	11															
11050	WorldNpc04433	story_36558_2	storymenu_36558_2	9607	0	storyinfo_36558	11															
11051	WorldNpc06903	story_36567_1	storymenu_36567_1	9607	0	storyinfo_36567	26															
11051	WorldNpc06903	story_36567_2	storymenu_36567_2	9607	0	storyinfo_36567	26															
11052	WorldNpc06905	story_36572_1	storymenu_36572_1	9607	0	storyinfo_36572	26															
11052	WorldNpc06905	story_36572_2	storymenu_36572_2	9607	0	storyinfo_36572	26															
11053	WorldNpc08928	story_36473_1	storymenu_36473_1	9607	0	storyinfo_36473	13															
11053	WorldNpc08928	story_36473_2	storymenu_36473_2	9607	0	storyinfo_36473	13															
11053	WorldNpc08928	story_36473_3	storymenu_36473_3	9607	0	storyinfo_36473	13															
