STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING																													
7176																																						
7177																																						
7178																																						
7179																																						
7180																																						
7181																																						
7182																																						
7183																																						
7184																																						
7185																																						
7186																																						
7187																																						
7188																																						
7189																																						
7190																																						
7191																																						
7192																																						
7193																																						
7194																																						
7195																																						
7196																																						
7197																																						
7198																																						
7199																																						
7200	taskitem_yc001	Gather00001yc			1	1	collect_46294	13																														
7201	taskitem_yc002	Gather00002yc			1	1	collect_46304	13																														
7202	taskitem_yc003	Gather00003yc			1	1	collect_46315	13																														
7203	taskitem_yc004	Gather00004yc			1	1	collect_46327	13																														
7204	taskitem_yc007	Gather00007yc			1	1	collect_46350	10																														
7205	taskitem_yc008	Gather00008yc			1	0.5	collect_46355	10																														
7206	taskitem_yc009	Gather00009yc			1	0.2	collect_46376	10																														
7207	taskitem_yc011	Gather00011yc			1	1	collect_46394	21																														
7208	taskitem_yc012	Gather00012yc			1	1	collect_46406	9																														
7209	taskitem_yc013	Gather00013yc			1	1	collect_46422	9																														
7210																																						
7211																																						
7212																																						
7213																																						
7214																																						
7215																																						
7216																																						
7217																																						
7218																																						
7219																																						
7220																																						
7221																																						
7222																																						
7223																																						
7224																																						
7225																																						
7226																																						
7227																																						
7228																																						
7229																																						
7230																																						
7231																																						
7232																																						
7233																																						
7234																																						
7235																																						
7236																																						
7237																																						
7238																																						
7239																																						
7240																																						
7241																																						
7242																																						
7243																																						
7244																																						
7245																																						
7246																																						
7247																																						
7248																																						
7249																																						
7250																																						
7251																																						
7252																																						
7253																																						
7254																																						
7255																																						
7256																																						
7257																																						
7258																																						
7259																																						
7260																																						
7261																																						
7262																																						
7263																																						
7264																																						
7265																																						
7266																																						
7267																																						
7268																																						
7269																																						
7270																																						
7271																																						
7272																																						
7273																																						
7274																																						
7275																																						
7276																																						
7277																																						
7278																																						
7279																																						
7280																																						
7281																																						
7282																																						
7283																																						
7284																																						
7285																																						
7286																																						
7287																																						
7288																																						
7289																																						
7290																																						
7291																																						
7292																																						
7293																																						
7294																																						
7295																																						
7296																																						
7297																																						
7298																																						
7299																																						
7300																																						
7301																																						
7302																																						
7303																																						
7304																																						
7305																																						
7306																																						
7307																																						
7308																																						
7309																																						
7310																																						
7311																																						
7312																																						
7313																																						
7314																																						
7315																																						
7316																																						
7317																																						
7318																																						
7319																																						
7320																																						
7321																																						
7322																																						
7323																																						
7324																																						
7325																																						
7326																																						
7327																																						
7328																																						
7329																																						
7330																																						
7331																																						
7332																																						
7333																																						
7334																																						
7335																																						
7336																																						
7337																																						
7338																																						
7339																																						
7340																																						
7341																																						
7342																																						
7343																																						
7344																																						
7345																																						
7346																																						
7347																																						
7348																																						
7349																																						
7350																																						
7351																																						
7352																																						
7353																																						
7354																																						
7355																																						
7356																																						
7357																																						
7358																																						
7359																																						
7360																																						
7361																																						
7362																																						
7363																																						
7364																																						
7365																																						
7366																																						
7367																																						
7368																																						
7369																																						
7370																																						
7371																																						
7372																																						
7373																																						
